"SCHOOLCODE","Level","Address","maxOccupancy","totalSQFT","Total.Enrolled","School","Limited.English.Proficient","At_Risk","SPED","latitude","longitude","Ward","MajorExp9815","TotalAllotandPlan1621","LifetimeBudget","Agency","AtRiskPer","SPEDPer","ESLPer","SqFtPerEnroll","SpentPerEnroll","SpentPerSqFt","FeederMS","FeederHS","ProjectPhase","YrComplete","ProjectType"
237,"ES","5300 Blaine Street, NE","",38461,282,"KIPP DC Quest Academy PCS",1,176,43,NA,NA,NA,NA,NA,NA,"PCS",0.624113475177305,0.152482269503546,0.00354609929078014,136.386524822695,NA,NA,NA,NA,NA,NA,NA
101,"ALT","5600 E Capitol Street, NE","646",79453,252,"Maya Angelou Evans Campus PCS",0,0,88,38.89029144,-76.92063526,"7",NA,NA,NA,"PCS",0,0.349206349206349,0,315.289682539683,NA,NA,NA,NA,NA,NA,NA
137,"ADULT","5600 E Capitol Street, NE","",46347,147,"Maya Angelou Young Adult Learning Center",0,1,17,38.89029144,-76.92063526,"7",NA,NA,NA,"PCS",0.00680272108843537,0.115646258503401,0,315.285714285714,NA,NA,NA,NA,NA,NA,NA
3070,"ES","5601 East Capitol Street, SE","443",31000,389,"DC Scholars PCS",0,252,38,38.88947954,-76.92174283,"7",NA,NA,NA,"PCS",0.647814910025707,0.0976863753213368,0,79.6915167095116,NA,NA,NA,NA,NA,NA,NA
170,"MS","5800 8th Street, NW","780",68650,376,"Paul Public Charter School - Middle School",24,160,47,38.96136545,-77.02472307,"4",NA,NA,NA,"PCS",0.425531914893617,0.125,0.0638297872340425,182.579787234043,NA,NA,NA,NA,NA,NA,NA
222,"HS","5800 8th Street, NW","",59338,325,"Paul Public Charter School - International High School",24,159,42,38.96136545,-77.02472307,"4",NA,NA,NA,"PCS",0.489230769230769,0.129230769230769,0.0738461538461539,182.578461538462,NA,NA,NA,NA,NA,NA,NA
1103,"ES/MS","6008 Georgia Avenue, NW","567",37010,248,"Center City Brightwood Campus PCS",55,80,26,38.96319196,-77.02832854,"4",NA,NA,NA,"PCS",0.32258064516129,0.104838709677419,0.221774193548387,149.233870967742,NA,NA,NA,NA,NA,NA,NA
197,"ES","6015 Chillum Place, NE","N/A",0,86,"Sela PCS",8,24,8,38.96387483,-77.00736469,"4",NA,NA,NA,"PCS",0.27906976744186,0.0930232558139535,0.0930232558139535,0,NA,NA,NA,NA,NA,NA,NA
3066,"PK3-K","6017 Chillum Place, NE","N/A",0,118,"Shining Stars Montessori PCS",12,20,1,38.92008577,-77.03079817,"1",NA,NA,NA,"PCS",0.169491525423729,0.00847457627118644,0.101694915254237,0,NA,NA,NA,NA,NA,NA,NA
134,"ES/MS","6130 N Capitol Street, NW","500",35090,297,"Ideal Academy PCS North Capitol Street Campus ES",3,185,32,38.96491986,-77.00993332,"4",NA,NA,NA,"PCS",0.622895622895623,0.107744107744108,0.0101010101010101,118.148148148148,NA,NA,NA,NA,NA,NA,NA
245,"ES","62 T Street, NE","220",20000,66,"Harmony DC PCS-School of Excellence",0,40,8,NA,NA,NA,NA,NA,NA,"PCS",0.606060606060606,0.121212121212121,0,303.030303030303,NA,NA,NA,NA,NA,NA,NA
131,"ES","6200 Kansas Avenue, NE","500",41000,358,"Hope Community PCS Lamond Campus",13,148,22,38.96571909,-77.00860715,"4",NA,NA,NA,"PCS",0.41340782122905,0.0614525139664804,0.0363128491620112,114.525139664804,NA,NA,NA,NA,NA,NA,NA
113,"ES","645 Milwaukee Place, SE","950",58539,576,"Friendship PCS SouthEast Academy",0,412,56,38.84779147,-76.99700774,"8",NA,NA,NA,"PCS",0.715277777777778,0.0972222222222222,0,101.630208333333,NA,NA,NA,NA,NA,NA,NA
188,"PK3-K","701 Howard Road, SE","650",31000,358,"Cedar Tree Academy PCS",0,261,9,38.86421603,-76.99919401,"8",NA,NA,NA,"PCS",0.729050279329609,0.0251396648044693,0,86.5921787709497,NA,NA,NA,NA,NA,NA,NA
210,"ES/MS","705 Edgewood Street, NE","560",46835,439,"William E. Doar Jr PCS",13,223,35,38.9236448,-76.99585343,"5",NA,NA,NA,"PCS",0.507972665148064,0.0797266514806378,0.0296127562642369,106.685649202733,NA,NA,NA,NA,NA,NA,NA
130,"ES","707 Edgewood Street, NE","499",50050,432,"D C  Preparatory Edgewood Elementary Campus PCS",20,197,28,38.92427699,-76.99573508,"5",NA,NA,NA,"PCS",0.456018518518519,0.0648148148148148,0.0462962962962963,115.856481481481,NA,NA,NA,NA,NA,NA,NA
153,"HS","709 12th Street, SE","430",40000,358,"Cesar Chavez Capitol Hill PCS",21,225,70,38.88069473,-76.99064037,"6",NA,NA,NA,"PCS",0.628491620111732,0.195530726256983,0.058659217877095,111.731843575419,NA,NA,NA,NA,NA,NA,NA
1107,"ES/MS","711 N Street, NW","350",29240,241,"Center City Shaw Campus PCS",34,113,29,38.90744452,-77.02266552,"6",NA,NA,NA,"PCS",0.468879668049793,0.120331950207469,0.141078838174274,121.327800829876,NA,NA,NA,NA,NA,NA,NA
361,"ES","725 19th Street, NE","925",33895,379,"Friendship PCS Blow Pierce Elementary",6,289,14,38.89782045,-76.97648125,"7",NA,NA,NA,"PCS",0.762532981530343,0.0369393139841689,0.0158311345646438,89.4327176781003,NA,NA,NA,NA,NA,NA,NA
362,"MS","725 19th Street, NE","",19049,213,"Friendship PCS Blow-Pierce Middle",1,147,42,38.89782045,-76.97648125,"7",NA,NA,NA,"PCS",0.690140845070423,0.197183098591549,0.00469483568075117,89.4319248826291,NA,NA,NA,NA,NA,NA,NA
127,"MS","770 Kenyon Street, NW","420",36059,331,"Cesar Chavez PCS Chavez Prep",94,170,48,38.92960614,-77.02587574,"1",NA,NA,NA,"PCS",0.513595166163142,0.145015105740181,0.283987915407855,108.939577039275,NA,NA,NA,NA,NA,NA,NA
3067,"MS/HS","770 M Street, SE","398",28000,305,"Richard Wright PCS for Journalism and Media Arts",1,225,58,38.87699771,-76.99557668,"6",NA,NA,NA,"PCS",0.737704918032787,0.19016393442623,0.00327868852459016,91.8032786885246,NA,NA,NA,NA,NA,NA,NA
141,"PK3-K","801 7th Street, SW","158",6162,86,"AppleTree Early Learning Center PCS Southwest",4,41,2,38.8795154,-77.0181253,"6",NA,NA,NA,"PCS",0.476744186046512,0.0232558139534884,0.0465116279069767,71.6511627906977,NA,NA,NA,NA,NA,NA,NA
1100,"MS","908 Wahler Place, SE","519",33177,381,"Achievement Preparatory PCS-Middle School",0,192,51,38.8416454,-76.98339857,"8",NA,NA,NA,"PCS",0.503937007874016,0.133858267716535,0,87.0787401574803,NA,NA,NA,NA,NA,NA,NA
