"School_ID","Agency","Address","maxOccupancy","Level","totalSQFT","MajorExp9815","TotalAllotandPlan1621","LifetimeBudget","unqBuilding","longitude","latitude","Ward","FeederMS","FeederHS","Total_Enrolled","Limited_English","At_Risk","SPED","AtRiskPer","SPEDPer","ESLPer","SpentPerMaxOccupancy","SpentPerSqFt","Open_Now","ProjectType","School"
329,"DCPS","3264 Stanton Rd SE",530,"ES",101093,27580545,0,27580545,1,-76.980309925,38.847634942,8,"Johnson MS","Ballou HS",392,0,333,52,0.849489795918367,0.13265306122449,0,52038.7641509434,272.823489262362,1,"Full Modernization","Turner Elementary"
330,"DCPS","1001 G St  SE",564,"ES",69600,3750929,0,3750929,1,-76.992041663,38.881084023,6,"Jefferson Acad. MS","Eastern HS",522,9,239,74,0.457854406130268,0.14176245210728,0.0172413793103448,6650.58333333333,53.892658045977,1,"Partial Modernization","Tyler Elementary"
NA,"DCPS","1150 5th St SE",336,"ES",49400,10556642,17995000,28551642,1,-76.99914,38.87675,6,"Jefferson Acad. MS","Eastern HS",NA,NA,NA,NA,NA,NA,NA,31418.5773809524,213.697206477733,1,"Full Modernization","Van Ness Elementary"
332,"DCPS","1125 New Jersey Ave NW",700,"ES/MS",95000,40442253,0,40442253,1,-77.01391586,38.904191757,6,"","Dunbar HS",465,8,348,124,0.748387096774194,0.266666666666667,0.0172043010752688,57774.6471428571,425.707926315789,1,"Full Replacement","Walker-Jones Education Campus"
333,"DCPS","420 12th St  SE",587,"ES",69296,2675972,30313978,32989950,1,-76.989996769,38.883466674,6,"Stuart-Hobson MS","Eastern HS",500,4,98,45,0.196,0.09,0.008,4558.72572402044,38.6165435234357,1,"Full Modernization","Watkins Elementary"
336,"DCPS","1338 Farragut St  NW",278,"ES/MS",69642,0,35095000,35095000,1,-77.032253056,38.95136708,4,"","Roosevelt HS",267,27,112,44,0.419475655430712,0.164794007490637,0.101123595505618,0,0,1,"Stabilized","West Education Campus"
338,"DCPS","6201 5th St  NW",520,"ES/MS",71092,5208611,0,5208611,1,-77.019238602,38.965856939,4,"","Coolidge HS",350,38,214,74,0.611428571428571,0.211428571428571,0.108571428571429,10016.5596153846,73.265782366511,1,"Partial Modernization","Whittier Education Campus"
463,"DCPS","3950 Chesapeake St NW",1700,"HS",376448,114246156,0,114246156,1,-77.077775201,38.950155808,3,"","",1788,106,550,263,0.307606263982103,0.147091722595078,0.0592841163310962,67203.6211764706,303.484560948657,1,"Full Modernization","Wilson High"
464,"DCPS","540 55th St. NE",1000,"HS",253406,107742134,0,107742134,1,-76.922322143,38.896782823,7,"","",639,6,501,193,0.784037558685446,0.302034428794992,0.00938967136150235,107742.134,425.175939006969,1,"Full Replacement","Woodson, H.D. High"
NA,"DCPS",NA,NA,NA,193800,4532419,0,4532419,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3870949432405,0,"Partial Modernization","Ferebee Hope"
NA,"DCPS","1351 Alabama Ave SE",NA,NA,110800,NA,0,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Stabilized","Malcolm X"
NA,"DCPS","3100 Fort Lincoln Drive SE",NA,NA,103800,0,0,0,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Stabilized","Marshall"
NA,"DCPS",NA,NA,NA,112000,1706121,0,1706121,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2332232142857,0,"Stabilized","Mcterrell"
NA,"DCPS",NA,NA,NA,73700,6934511,0,6934511,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.0910583446404,0,"Stabilized","Montgomery/Kipp"
NA,"DCPS","4800 Meade St NE",500,"HS",156000,0,44597000,44597000,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Full Modernization","Ron Brown"
NA,"DCPS","5200 2nd St NW",NA,NA,84400,100000,0,100000,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18483412322275,0,"Stabilized","Rudolph"
312,"DCPS","4300 13th Street NW
",120,"SPED",80500,1332074.86539984,0,1332074.86539984,0,NA,NA,4,NA,"",60,7,31,3,0.516666666666667,0.05,0.116666666666667,11100.623878332,16.5475138558986,1,"Stabilized","Sharpe Health"
313,"DCPS","7800 14th St  NW",400,"ES",79696,20462934,1274389,21737323,1,-77.033995228,38.984602949,4,"Hardy MS","Wilson HS",318,6,59,39,0.185534591194969,0.122641509433962,0.0188679245283019,51157.335,256.762372013652,1,"Full Modernization","Shepherd Elementary"
NA,"DCPS",NA,NA,NA,144900,500000,0,500000,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45065562456867,0,"Stabilized","Wilkinson"
233,"PCS","
421 Alabama Avenue, SE",186,"ADULT",12000,786432,4798464,5584896,0,-76.9998836,38.842743,8,NA,NA,256,0,0,0,0,0,0,4228.12903225806,65.536,1,"Facility Allowance","Academy of Hope Adult "
233,"PCS","601 Edgewood Street, NE",186,"ADULT",9375,786432,4798464,5584896,0,-76.9971713,38.9237975,5,NA,NA,256,0,0,0,0,0,0,4228.12903225806,83.88608,1,"Facility Allowance","Academy of Hope Adult "
217,"PCS","1500 Mississippi Avenue, SE",350,"ES",23302,3963509,5004648,8968157,1,-76.9836028,38.8416964,8,NA,NA,267,1,132,23,0.49438202247191,0.0861423220973783,0.00374531835205993,11324.3114285714,170.093082138872,1,"Facility Allowance","Achievement Preparatory-Elementary"
1100,"PCS","908 Wahler Place, SE",450,"MS",33177,2316432,7141464,9457896,1,-76.9924085,38.834427,8,NA,NA,381,0,192,51,0.503937007874016,0.133858267716535,0,5147.62666666667,69.8204177592911,1,"Facility Allowance","Achievement Preparatory-Middle School"
140,"PCS","2750 14th Street, NW ",176,"PK3-K",12204,3156647,3055272,6211919,1,-77.0326704,38.9252369,1,NA,NA,163,37,58,10,0.355828220858896,0.0613496932515337,0.226993865030675,17935.4943181818,258.656751884628,1,"Facility Allowance","AppleTree Early Learning Center Columbia Heights"
3073,"PCS","138 12th Street, NE",63,"PK3-K",8975,1182840,1124640,2307480,1,-76.9905578,38.8914903,6,NA,NA,60,2,5,5,0.0833333333333333,0.0833333333333333,0.0333333333333333,18775.2380952381,131.792757660167,1,"Facility Allowance","AppleTree Early Learning Center Lincoln Park"
1137,"PCS","320 21st Street, NE",176,"PK3-K",15866,2327592,3017784,5345376,1,-76.9750541,38.8940003,7,NA,NA,161,3,80,4,0.496894409937888,0.0248447204968944,0.0186335403726708,13224.9545454545,146.703138787344,1,"Facility Allowance","AppleTree Early Learning Center Oklahoma"
141,"PCS","801 7th Street, SW",110,"PK3-K",6162,736320,1611984,2348304,1,-77.0229317,38.8798501,6,NA,NA,86,4,41,2,0.476744186046512,0.0232558139534884,0.0465116279069767,6693.81818181818,119.493670886076,1,"Facility Allowance","AppleTree Early Learning Center Southwest"
3072,"PCS","2011 Savannah Terrace, SE",88,"PK3-K",7484,1560816,3336432,4897248,0,-76.972974,38.8494641,8,NA,NA,178,1,129,4,0.724719101123595,0.0224719101123595,0.00561797752808989,17736.5454545455,208.553714591128,1,"Facility Allowance","AppleTree Early Learning Southeast"
3072,"PCS","2017 Savannah Terrace, SE",88,"PK3-K",9677,1560816,3336432,4897248,0,-76.9746704,38.8485617,8,NA,NA,178,1,129,4,0.724719101123595,0.0224719101123595,0.00561797752808989,17736.5454545455,161.291309290069,1,"Facility Allowance","AppleTree Early Learning Southeast"
3068,"PCS","410 8th Street, NW",620,"MS/HS",44179,4551672,10327944,14879616,1,-77.0233079,38.8953055,6,NA,NA,551,0,48,23,0.0871143375680581,0.0417422867513612,0,7341.4064516129,103.027954458,1,"Facility Allowance","Basis DC "
142,"PCS","1244 Taylor Street. NW",140,"ES",10776,3405436,5098368,8503804,0,-77.0283582,38.9407171,4,NA,NA,272,102,93,77,0.341911764705882,0.283088235294118,0.375,24324.5428571429,316.020415738679,1,"Facility Allowance","Bridges "
142,"PCS","1250 Taylor Street, NW",142,"ES",3900,3405436,5098368,8503804,0,-77.0285894,38.9405054,4,NA,NA,272,102,93,77,0.341911764705882,0.283088235294118,0.375,23981.9436619718,873.188717948718,1,"Facility Allowance","Bridges "
142,"PCS","4300 13th Street NW
",254,"ES",6000,3405436,5098368,8503804,0,-77.03121,38.94344,4,NA,NA,272,102,93,77,0.341911764705882,0.283088235294118,0.375,13407.2283464567,567.572666666667,1,"Facility Allowance","Bridges "
126,"PCS","1755 Newton Street, NW",100,"ADULT",NA,8206459,9222048,17428507,0,-77.0405163,38.9347901,1,NA,NA,492,50,20,5,0.040650406504065,0.0101626016260163,0.101626016260163,82064.59,NA,1,"Facility Allowance","Briya Public Charter School"
126,"PCS","2333 Ontario Road, NW (Main Office)",180,"ADULT",NA,8206459,9222048,17428507,0,-77.0368707,38.9071923,2,NA,NA,492,50,20,5,0.040650406504065,0.0101626016260163,0.101626016260163,45591.4388888889,NA,1,"Facility Allowance","Briya Public Charter School"
126,"PCS","3912 Georgia Avenue, NW",206,"ADULT",26940,8206459,9222048,17428507,0,-77.0250314,38.9391892,4,NA,NA,492,50,20,5,0.040650406504065,0.0101626016260163,0.101626016260163,39837.1796116505,304.619858945806,1,"Facility Allowance","Briya Public Charter School"
1207,"PCS","102 Peabody Street, NW",1000,"HS",57033,5546488,6166776,11713264,1,-77.0113808,38.9626905,4,NA,NA,329,50,148,60,0.449848024316109,0.182370820668693,0.151975683890578,5546.488,97.2505040941209,1,"Facility Allowance","Capital City High School "
184,"PCS","100 Peabody Street, NW",1000,"ES",57033,5829980,6035568,11865548,1,-77.0126091,38.9623344,4,NA,NA,322,95,72,15,0.22360248447205,0.046583850931677,0.295031055900621,5829.98,102.221170199709,1,"Facility Allowance","Capital City Lower "
182,"PCS","101 Peabody Street, NW",1000,"MS",57033,3252992,5998080,9251072,1,-77.0110697,38.9627222,4,NA,NA,320,38,111,56,0.346875,0.175,0.11875,3252.992,57.037013658759,1,"Facility Allowance","Capital City Middle School"
1119,"PCS","514 V Street, NE",1614,"ADULT",48000,57276227,36981912,94258139,0,-76.9986344,38.9183706,5,NA,NA,1973,113,0,0,0,0,0.05727318803852,35487.1294919455,1193.25472916667,1,"Facility Allowance","Carlos Rosario International Harvard Street Campus"
1119,"PCS","1100 Harvard Street, NW",1614,"ADULT",84000,57276227,36981912,94258139,0,-77.0276499,38.9263689,1,NA,NA,1973,113,0,0,0,0,0.05727318803852,35487.1294919455,681.859845238095,1,"Facility Allowance","Carlos Rosario International Harvard Street Campus"
188,"PCS","701 Howard Road, SE",400,"PK3-K",31000,2065776,6710352,8776128,1,-76.999207,38.8641137,8,NA,NA,358,0,261,9,0.729050279329609,0.0251396648044693,0,5164.44,66.637935483871,1,"Facility Allowance","Cedar Tree Academy "
1103,"PCS","6008 Georgia Avenue, NW",280,"ES/MS",37010,4766091,4648512,9414603,1,-77.02838,38.9631991,4,NA,NA,248,55,80,26,0.32258064516129,0.104838709677419,0.221774193548387,17021.7535714286,128.778465279654,1,"Facility Allowance","Center City Brightwood Campus "
1104,"PCS","1503 East Capitol Street, SE",280,"ES/MS",40037,4699097,4479816,9178913,1,-76.9835459,38.8897865,6,NA,NA,239,0,112,23,0.468619246861925,0.096234309623431,0,16782.4892857143,117.368858805605,1,"Facility Allowance","Center City Capitol Hill Campus "
1105,"PCS","220 Highview Place, SE",280,"ES/MS",27000,4770011,4817208,9587219,1,-77.0045487,38.8415048,8,NA,NA,257,0,172,19,0.669260700389105,0.0739299610894942,0,17035.7535714286,176.667074074074,1,"Facility Allowance","Center City Congress Heights Campus "
1106,"PCS","510 Webster Street, NW",280,"ES/MS",30825,4949770,4910928,9860698,1,-77.0208684,38.9437731,4,NA,NA,262,53,97,19,0.370229007633588,0.0725190839694656,0.202290076335878,17677.75,160.576480129765,1,"Facility Allowance","Center City Petworth Campus "
1107,"PCS","711 N Street, NW",280,"ES/MS",29240,4824166,4517304,9341470,1,-77.0224536,38.9074837,2,NA,NA,241,34,113,29,0.468879668049793,0.120331950207469,0.141078838174274,17229.1642857143,164.985157318741,1,"Facility Allowance","Center City Shaw Campus "
1108,"PCS","1217 W  Virginia Avenue, NE",280,"ES/MS",23313,4651663,4423584,9075247,1,-76.991479,38.905386,5,NA,NA,236,4,132,26,0.559322033898305,0.110169491525424,0.0169491525423729,16613.0821428571,199.530862608845,1,"Facility Allowance","Center City Trinidad Campus "
153,"PCS","709 12th Street, SE",448,"HS",40000,12075294,6710352,18785646,1,-76.9907031,38.8807813,6,NA,NA,358,21,225,70,0.628491620111732,0.195530726256983,0.058659217877095,26953.78125,301.88235,1,"Facility Allowance","Cesar Chavez Capitol Hill "
102,"PCS","3702 Hayes Street,  NE",825,"MS",30870,16948761,5679432,22628193,1,-76.9500149,38.9029444,7,NA,NA,303,8,204,42,0.673267326732673,0.138613861386139,0.0264026402640264,20543.9527272727,549.036637512148,1,"Facility Allowance","Cesar Chavez Parkside Middle "
127,"PCS","770 Kenyon Street, NW",414,"MS",36059,6096304,6204264,12300568,1,-77.025605,38.929581,1,NA,NA,331,94,170,48,0.513595166163142,0.145015105740181,0.283987915407855,14725.3719806763,169.064699520231,1,"Facility Allowance","Cesar Chavez Chavez Prep"
109,"PCS","3701 Hayes Street,  NE",825,"HS",36015,3379632,6672864,10052496,1,-76.9491059,38.9013653,7,NA,NA,356,7,228,40,0.640449438202247,0.112359550561798,0.0196629213483146,4096.52363636364,93.839566847147,1,"Facility Allowance","Cesar Chavez Parkside Upper"
105,"PCS","1300 Allison Street, NW",590,"ES",55000,13482960,11058960,24541920,1,-77.030868,38.944517,4,NA,NA,590,213,261,53,0.442372881355932,0.0898305084745763,0.361016949152542,22852.4745762712,245.144727272727,1,"Facility Allowance","Community Academy Amos I"
158,"PCS","33 Riggs Road, NE",329,"ES",50600,12262794,6166776,18429570,1,-77.006643,38.9549208,5,NA,NA,329,86,193,18,0.586626139817629,0.0547112462006079,0.261398176291793,37272.9300911854,242.347707509881,1,"Facility Allowance","Community Academy Amos II"
106,"PCS","1400 1st Street, NW",523,"ES",100000,14669633,9803112,24472745,1,-77.0132341,38.9090757,5,NA,NA,523,51,272,35,0.520076481835564,0.0669216061185468,0.0975143403441683,28049.0114722753,146.69633,1,"Facility Allowance","Community Academy Butler Global"
108,"PCS","1351 Nicholson Street, NW",123,"ES/MS",20100,3128675,2305512,5434187,1,-77.031579,38.9604804,4,NA,NA,123,0,43,21,0.349593495934959,0.170731707317073,0,25436.3821138211,155.655472636816,1,"Facility Allowance","Community Academy CAPCS Online"
216,"PCS","2405 Martin Luther King Jr. Avenue, SE",155,"ADULT",11000,1339656,5117112,6456768,1,-76.9927263,38.8628141,8,NA,NA,273,0,0,1,0,0.00366300366300366,0,8642.94193548387,121.786909090909,1,"Facility Allowance","Community College Preparatory Academy "
3069,"PCS","3224 16th Street, NW",181,"ES",17976,1282032,3392664,4674696,1,-77.0368058,38.9315518,1,NA,NA,181,10,22,48,0.121546961325967,0.265193370165746,0.0552486187845304,7083.04972375691,71.3190921228304,1,"Facility Allowance","Creative Minds International "
199,"PCS","1420 Columbia Road, NW",NA,"ES",50000,9258495,6822816,16081311,0,-77.0332308,38.927174,1,NA,NA,364,180,130,56,0.357142857142857,0.153846153846154,0.494505494505495,NA,185.1699,1,"Facility Allowance","DC Bilingual "
199,"PCS","3029 14th Street, NW",364,"ES",25000,9258495,6822816,16081311,0,-77.0322034,38.9283049,1,NA,NA,364,180,130,56,0.357142857142857,0.153846153846154,0.494505494505495,25435.4258241758,370.3398,1,"Facility Allowance","DC Bilingual "
1110,"PCS","100 41st Street, NE",754,"ES",80352,6611687,8284848,14896535,1,-76.9449133,38.890775,7,NA,NA,442,8,231,22,0.52262443438914,0.0497737556561086,0.0180995475113122,8768.81564986737,82.2840377339705,1,"Facility Allowance","DC Preparatory Benning Campus "
130,"PCS","707 Edgewood Street, NE",440,"ES",50050,9341738,8097408,17439146,1,-76.9955558,38.9241765,5,NA,NA,432,20,197,28,0.456018518518519,0.0648148148148148,0.0462962962962963,21231.2227272727,186.648111888112,1,"Facility Allowance","DC Preparatory Edgewood Elementary Campus "
196,"PCS"," 701 Edgewood Street, NE",314,"MS",39746,6749878,5510736,12260614,1,-76.9959848,38.9247765,5,NA,NA,294,1,101,46,0.343537414965986,0.156462585034014,0.00340136054421769,21496.4267515924,169.825340914809,1,"Facility Allowance","DC Preparatory Edgewood Middle Campus "
218,"PCS","101 41st Street, NE",754,"MS",26784,697944,2849088,3547032,1,-76.944288,38.891529,7,NA,NA,152,1,67,22,0.440789473684211,0.144736842105263,0.00657894736842105,925.655172413793,26.0582437275986,1,"Facility Allowance","DC Preparatory Benning Middle Campus"
3070,"PCS","5601 East Capitol Street, SE",700,"ES",31000,2641008,7291416,9932424,1,-76.9216306,38.8893227,7,NA,NA,389,0,252,38,0.647814910025707,0.0976863753213368,0,3772.86857142857,85.1938064516129,1,"Facility Allowance","DC Scholars "
234,"PCS","3100 Martin Luther King Jr. Avenue, SE",625,"ES",42528,1904640,11621280,13525920,1,-76.9981457,38.8434987,8,NA,NA,620,1,436,70,0.703225806451613,0.112903225806452,0.00161290322580645,3047.424,44.7855530474041,1,"Facility Allowance","Democracy Prep-Congress Heights"
248,"PCS","3220 16th Street, NW",410,"MS",20217,645120,3936240,4581360,1,-77.0367897,38.9313597,1,NA,NA,210,26,44,40,0.20952380952381,0.19047619047619,0.123809523809524,1573.46341463415,31.9097788989464,1,"Facility Allowance","District of Columbia International School"
146,"PCS","3600 Georgia Avenue, NW",395,"MS",45484,6850144,7066488,13916632,1,-77.0243669,38.9343788,1,NA,NA,377,54,157,77,0.416445623342175,0.204244031830239,0.143236074270557,17342.1367088608,150.60557558702,1,"Facility Allowance","E L Haynes Georgia Avenue"
1138,"PCS","4501 Kansas Avenue, NW",795,"HS",17647,5596776,7909968,13506744,1,-77.022371,38.945657,4,NA,NA,422,66,218,90,0.516587677725118,0.213270142180095,0.156398104265403,7039.96981132076,317.151697172324,1,"Facility Allowance","E.L. Haynes Kansas Avenue- High School"
1206,"PCS","4502 Kansas Avenue, NW",NA,"ES",53800,2661384,6710352,9371736,1,-77.0234943,38.9451898,4,NA,NA,358,108,126,39,0.35195530726257,0.108938547486034,0.301675977653631,NA,49.4681040892193,1,"Facility Allowance","E.L. Haynes Kansas Avenue (Elementary School)"
195,"PCS","3400 Wheeler Road, SE",800,"ES",60000,10094728,14507856,24602584,1,-76.9936441,38.8406263,8,NA,NA,774,2,466,83,0.602067183462532,0.107235142118863,0.00258397932816537,12618.41,168.245466666667,1,"Facility Allowance","Eagle Academy- Eagle Center at McGogney"
1125,"PCS","1017 New Jersey Avenue, SE",160,"ES",8500,2333312,2736624,5069936,1,-77.0051215,38.877859,6,NA,NA,146,0,79,11,0.541095890410959,0.0753424657534247,0,14583.2,274.507294117647,1,"Facility Allowance","Eagle Academy New Jersey Avenue Campus"
138,"PCS","4025 9th Street, SE",162,"ES",15602,4742251,4854696,9596947,0,-76.990566,38.8317414,8,NA,NA,259,0,167,22,0.644787644787645,0.0849420849420849,0,29273.1543209877,303.951480579413,1,"Facility Allowance","Early Childhood Academy "
138,"PCS","4301 9th Street, SE ",118,"ES",4012,4742251,4854696,9596947,0,-76.989567,38.8310119,8,NA,NA,259,0,167,22,0.644787644787645,0.0849420849420849,0,40188.5677966102,1182.0166999003,1,"Facility Allowance","Early Childhood Academy "
159,"PCS","3700 Oakview Terrace, NE",350,"ES",32341,11118784,6560400,17679184,1,-76.9899667,38.934916,5,NA,NA,350,63,62,26,0.177142857142857,0.0742857142857143,0.18,31767.9542857143,343.798398317925,1,"Facility Allowance","Elsie Whitlow Stokes Community Freedom "
1113,"PCS","2501 Martin Luther King Jr. Avenue, SE",867,"ES",67508,8332774,10665336,18998110,1,-76.9952947,38.8600148,8,NA,NA,569,0,366,23,0.64323374340949,0.0404217926186292,0,9611.04267589389,123.433874503763,1,"Facility Allowance","Excel Academy "
1211,"PCS","2502 Martin Luther King Jr. Avenue, SE",NA,"MS",19288,476160,2905320,3381480,1,-76.9939568,38.8608853,8,NA,NA,155,0,100,27,0.645161290322581,0.174193548387097,0,NA,24.6868519286603,1,"Facility Allowance","Excel Academy LEAD"
361,"PCS","725 19th Street, NE",675,"ES",52944,20538240,7103976,27642216,1,-76.976256,38.898544,7,NA,NA,379,6,289,14,0.762532981530343,0.0369393139841689,0.0158311345646438,30427.0222222222,387.92384406165,1,"Facility Allowance","Friendship Blow Pierce Elementary"
362,"PCS","725 19th Street, NE",675,"MS",52944,654336,3992472,4646808,1,-76.976256,38.898544,7,NA,NA,213,1,147,42,0.690140845070423,0.197183098591549,0.00469483568075117,969.386666666667,12.3590208522212,1,"Facility Allowance","Friendship Blow-Pierce Middle"
363,"PCS","1345 Potomac Avenue, SE",760,"ES",80860,23717234,7029000,30746234,1,-76.986715,38.879337,6,NA,NA,375,1,235,18,0.626666666666667,0.048,0.00266666666666667,31206.8868421053,293.312317585951,1,"Facility Allowance","Friendship Chamberlain Elementary"
364,"PCS","1345 Potomac Avenue, SE",760,"MS",80860,1053696,6429192,7482888,1,-76.986715,38.879337,6,NA,NA,343,0,200,59,0.583090379008746,0.17201166180758,0,1386.44210526316,13.0311155082859,1,"Facility Allowance","Friendship Chamberlain Middle"
113,"PCS","645 Milwaukee Place, SE",560,"ES",58539,17344193,10796544,28140737,1,-76.996974,38.847472,8,NA,NA,576,0,412,56,0.715277777777778,0.0972222222222222,0,30971.7732142857,296.284408684808,1,"Facility Allowance","Friendship SouthEast Academy"
1124,"PCS","2705 Martin Luther King Jr. Avenue, SE",670,"MS/HS",59125,6129328,9353256,15482584,0,-76.996307,38.848279,8,NA,NA,499,1,353,90,0.707414829659319,0.180360721442886,0.00200400801603206,9148.25074626866,103.667281183932,1,"Facility Allowance","Friendship Tech Prep"
365,"PCS","2959 Carlton Avenue, NE",665,"ES",37000,18909379,5323296,24232675,1,-76.9662004,38.9294874,5,NA,NA,284,8,127,12,0.447183098591549,0.0422535211267606,0.028169014084507,28435.1563909774,511.064297297297,1,"Facility Allowance","Friendship Woodridge Elementary"
366,"PCS","2960 Carlton Avenue, NE",NA,"MS",37000,516096,3148992,3665088,1,-76.967187,38.930047,5,NA,NA,168,1,75,35,0.446428571428571,0.208333333333333,0.00595238095238095,NA,13.9485405405405,1,"Facility Allowance","Friendship Woodridge Middle"
186,"PCS","4095 Minnesota Avenue, NE",1200,"HS",152000,37822656,16550952,54373608,1,-76.9459338,38.897574,7,NA,NA,883,0,517,165,0.585503963759909,0.186862967157418,0,31518.88,248.833263157895,1,"Facility Allowance","Friendship Woodson Collegiate Academy"
245,"PCS","62 T Street, NE",216,"ES",20000,202752,1237104,1439856,1,-77.0066585,38.916063,5,NA,NA,66,0,40,8,0.606060606060606,0.121212121212121,0,938.666666666667,10.1376,1,"Facility Allowance","Harmony DC-School of Excellence"
131,"PCS","6200 Kansas Avenue, NE",350,"ES",41000,8335030,6710352,15045382,1,-77.0085903,38.9658162,4,NA,NA,358,13,148,22,0.41340782122905,0.0614525139664804,0.0363128491620112,23814.3714285714,203.293414634146,1,"Facility Allowance","Hope Community Lamond Campus"
114,"PCS","2917 8th Street, NE",560,"ES/MS",33571,9509758,9690648,19200406,1,-76.9946003,38.927028,5,NA,NA,517,34,264,43,0.51063829787234,0.0831721470019342,0.0657640232108317,16981.7107142857,283.273003485151,1,"Facility Allowance","Hope Community Tolson Campus"
115,"PCS","405 Howard Place, NW",360,"MS",20968,8215644,5510736,13726380,1,-77.0188757,38.9228511,1,NA,NA,294,11,115,9,0.391156462585034,0.0306122448979592,0.0374149659863946,22821.2333333333,391.818199160626,1,"Facility Allowance","Howard University Middle School of Math and Science "
163,"PCS","1027 45th Street, NE",450,"HS",70000,13450019,4067448,17517467,1,-76.937087,38.904173,7,NA,NA,217,1,165,42,0.76036866359447,0.193548387096774,0.00460829493087558,29888.9311111111,192.143128571429,1,"Facility Allowance","IDEA "
134,"PCS","6130 N Capitol Street, NW",372,"ES/MS",35090,6508377,5566968,12075345,1,-77.0098236,38.9648647,4,NA,NA,297,3,185,32,0.622895622895623,0.107744107744108,0.0101010101010101,17495.6370967742,185.476688515247,1,"Facility Allowance","Ideal Academy North Capitol Street Campus Elementary"
200,"PCS","4600 Livingston Road, SE",319,"ES",31075,941472,3767544,4709016,1,-77.0031886,38.8239325,8,NA,NA,201,0,148,22,0.736318407960199,0.109452736318408,0,2951.32288401254,30.2967658889783,1,"Facility Allowance","Ingenuity Prep "
3064,"PCS","200 Douglas Street, NE",516,"ES/MS",40800,2824824,5941848,8766672,1,-77.0025452,38.9236743,5,NA,NA,317,14,35,34,0.110410094637224,0.107255520504732,0.0441640378548896,5474.46511627907,69.2358823529412,1,"Facility Allowance","Inspired Teaching Demonstration "
116,"PCS","2600 Douglass Place, SE",1300,"MS",144000,8354731,6016824,14371555,1,-76.9912057,38.8569692,8,NA,NA,321,1,189,74,0.588785046728972,0.230529595015576,0.00311526479750779,6426.71615384615,58.0189652777778,1,"Facility Allowance","KIPP DC AIM Academy "
236,"PCS","5300 Blaine Street, NE",600,"PK3-K",26950,651264,3973728,4624992,1,-76.9258818,38.8917411,7,NA,NA,212,1,129,14,0.608490566037736,0.0660377358490566,0.00471698113207547,1085.44,24.1656400742115,1,"Facility Allowance","KIPP DC Arts & Technology Academy "
1123,"PCS","1401 Brentwood Parkway, NE",900,"HS",187423,5814288,8509776,14324064,1,-76.9944198,38.909317,5,NA,NA,454,0,232,86,0.511013215859031,0.18942731277533,0,6460.32,31.0222758146012,1,"Facility Allowance","KIPP DC College Prep "
209,"PCS","1375 Mt Olivet Road, NE",1000,"PK3-K",67000,1533672,5641944,7175616,1,-76.9814619,38.907437,5,NA,NA,301,2,159,21,0.528239202657807,0.0697674418604651,0.00664451827242525,1533.672,22.8906268656716,1,"Facility Allowance","KIPP DC Connect Academy"
1122,"PCS","2600 Douglass Place, SE",1300,"PK3-K",50000,4626760,6185520,10812280,1,-76.9912057,38.8569692,8,NA,NA,330,0,203,22,0.615151515151515,0.0666666666666667,0,3559.04615384615,92.5352,1,"Facility Allowance","KIPP DC Discover "
1129,"PCS","421 P Street, NW",1000,"PK3-K",100671,3706464,5848128,9554592,1,-77.018128,38.909942,2,NA,NA,312,3,140,17,0.448717948717949,0.0544871794871795,0.00961538461538462,3706.464,36.8175939446315,1,"Facility Allowance","KIPP DC GROW Academy "
3071,"PCS","2600 Douglass Place, SE",1300,"ES",31000,3161880,7778760,10940640,1,-76.9912057,38.8569692,8,NA,NA,415,0,229,57,0.551807228915663,0.137349397590361,0,2432.21538461538,101.996129032258,1,"Facility Allowance","KIPP DC Heights Academy "
189,"PCS","4801 Benning Road, SE",1000,"MS",84681,11203877,6260496,17464373,1,-76.9343991,38.8826376,7,NA,NA,334,1,161,37,0.482035928143713,0.110778443113772,0.0029940119760479,11203.877,132.306857500502,1,"Facility Allowance","KIPP DC KEY Academy "
190,"PCS","421 P Street, NW",1000,"ES",84681,1893744,5660688,7554432,1,-77.018128,38.909942,2,NA,NA,302,4,127,27,0.420529801324503,0.0894039735099338,0.0132450331125828,1893.744,22.3632692103305,1,"Facility Allowance","KIPP DC LEAD Academy"
132,"PCS","4801 Benning Road, SE",1000,"PK3-K",41000,6204843,5698176,11903019,1,-76.9343991,38.8826376,7,NA,NA,304,0,177,19,0.582236842105263,0.0625,0,6204.843,151.337634146341,1,"Facility Allowance","KIPP DC LEAP Academy "
242,"PCS","1375 Mt Olivet Road, NE",1000,"MS",40425,387072,2361744,2748816,1,-76.9814619,38.907437,5,NA,NA,126,1,70,22,0.555555555555556,0.174603174603175,0.00793650793650794,387.072,9.57506493506494,1,"Facility Allowance","KIPP DC Northeast Academy "
