"MajorExp9815","YearsOpen","Open","Open.Now","School","Total.Enrolled","Limited.English.Proficient","At_Risk","SPED","Level","Address","maxOccupancy","totalSQFT","unqBuilding","longitude","latitude","Ward","TotalAllotandPlan1621","LifetimeBudget","FeederMS","FeederHS","ProjectPhase","YrComplete","ProjectType","Agency","AtRiskPer","SPEDPer","ESLPer","SqFtPerEnroll","SpentPerMaxOccupancy","SpentPerSqFt","AnnualExpenseAverage","AnnualSpentPerMaxOccupany","AnnualSpentPerSqFt"
57276227,17,1999,1,"Carlos Rosario International PCS Harvard Street Campus",1973,113,0,0,"ADULT","1100 Harvard Street, NW",1614,132000,0,-77.0276499,38.9263689,"1",NA,NA,NA,NA,NA,NA,NA,"PCS",0,0,0.05727318803852,66.9031931069437,35487.1294919455,433.910810606061,3369189.82352941,2087.47820540856,25.5241653297683
2065776,2,2014,1,"Cedar Tree Academy PCS",358,0,261,9,"PK3-K","701 Howard Road, SE",650,31000,1,-76.999207,38.8641137,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.729050279329609,0.0251396648044693,0,86.5921787709497,3178.11692307692,66.637935483871,1032888,1589.05846153846,33.3189677419355
1339656,2,2014,1,"Community College Preparatory Academy PCS",273,0,0,1,"ADULT","2405 Martin Luther King Jr. Avenue, SE",155,11000,1,-76.9927263,38.8628141,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0,0.00366300366300366,0,40.2930402930403,8642.94193548387,121.786909090909,669828,4321.47096774194,60.8934545454545
1282032,3,2013,1,"Creative Minds International PCS",181,10,22,48,"ES","3224 16th Street, NW",203,17976,1,-77.0368058,38.9315518,"1",NA,NA,NA,NA,NA,NA,NA,"PCS",0.121546961325967,0.265193370165746,0.0552486187845304,99.3149171270718,6315.42857142857,71.3190921228304,427344,2105.14285714286,23.7730307076101
9258495,11,2005,1,"D C  Bilingual PCS",364,180,130,56,"ES","1420 Columbia Road, NW",809,75000,0,-77.0332308,38.927174,"1",NA,NA,NA,NA,NA,NA,NA,"PCS",0.357142857142857,0.153846153846154,0.494505494505495,206.043956043956,11444.369592089,123.4466,841681.363636364,1040.39723564445,11.2224181818182
9258495,11,2005,1,"D C  Bilingual PCS",364,180,130,56,"ES","3029 14th Street, NW",809,75000,0,-77.0322034,38.9283049,"1",NA,NA,NA,NA,NA,NA,NA,"PCS",0.357142857142857,0.153846153846154,0.494505494505495,206.043956043956,11444.369592089,123.4466,841681.363636364,1040.39723564445,11.2224181818182
2641008,3,2013,1,"DC Scholars PCS",389,0,252,38,"ES","5601 East Capitol Street, SE",443,31000,1,-76.9216306,38.8893227,"7",NA,NA,NA,NA,NA,NA,NA,"PCS",0.647814910025707,0.0976863753213368,0,79.6915167095116,5961.64334085779,85.1938064516129,880336,1987.2144469526,28.397935483871
1904640,1,2015,1,"Democracy Prep PCS-Congress Heights",620,1,436,70,"ES","3100 Martin Luther King Jr. Avenue, SE",890,42528,1,-76.9981457,38.8434987,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.703225806451613,0.112903225806452,0.00161290322580645,68.5935483870968,2140.04494382022,44.7855530474041,1904640,2140.04494382022,44.7855530474041
645120,1,2015,1,"District of Columbia International School",210,26,44,40,"MS","3220 16th Street, NW",308,20217,1,-77.0367897,38.9313597,"1",NA,NA,NA,NA,NA,NA,NA,"PCS",0.20952380952381,0.19047619047619,0.123809523809524,96.2714285714286,2094.54545454545,31.9097788989464,645120,2094.54545454545,31.9097788989464
10094728,6,2010,1,"Eagle Academy PCS - Eagle Center at McGogney",774,2,466,83,"ES","3400 Wheeler Road, SE",1241,60000,1,-76.9936441,38.8406263,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.602067183462532,0.107235142118863,0.00258397932816537,77.5193798449612,8134.34971796938,168.245466666667,1682454.66666667,1355.7249529949,28.0409111111111
2333312,6,2010,1,"Eagle Academy PCS New Jersey Avenue Campus",146,0,79,11,"ES","1017 New Jersey Avenue, SE",190,8500,1,-77.0051215,38.877859,"6",NA,NA,NA,NA,NA,NA,NA,"PCS",0.541095890410959,0.0753424657534247,0,58.2191780821918,12280.5894736842,274.507294117647,388885.333333333,2046.7649122807,45.7512156862745
4742251,8,2006,1,"Early Childhood Academy PCS",259,0,167,22,"ES","4025 9th Street, SE",300,19614,0,-76.990566,38.8317414,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.644787644787645,0.0849420849420849,0,75.7297297297297,15807.5033333333,241.778882430917,592781.375,1975.93791666667,30.2223603038646
4742251,8,2006,1,"Early Childhood Academy PCS",259,0,167,22,"ES","4301 9th Street, SE ",300,19614,0,-76.989567,38.8310119,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.644787644787645,0.0849420849420849,0,75.7297297297297,15807.5033333333,241.778882430917,592781.375,1975.93791666667,30.2223603038646
11118784,17,1999,1,"Elsie Whitlow Stokes Community Freedom PCS",350,63,62,26,"ES","3700 Oakview Terrace, NE",450,32341,1,-76.9899667,38.934916,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.177142857142857,0.0742857142857143,0.18,92.4028571428571,24708.4088888889,343.798398317925,654046.117647059,1453.43581699346,20.223435195172
20538240,12,2003,1,"Friendship PCS Blow Pierce Elementary",379,6,289,14,"ES","725 19th Street, NE",925,52944,1,-76.976256,38.898544,"7",NA,NA,NA,NA,NA,NA,NA,"PCS",0.762532981530343,0.0369393139841689,0.0158311345646438,139.693931398417,22203.5027027027,387.92384406165,1711520,1850.29189189189,32.3269870051375
654336,1,2015,1,"Friendship PCS Blow-Pierce Middle",213,1,147,42,"MS","725 19th Street, NE",NA,NA,1,-76.976256,38.898544,"7",NA,NA,NA,NA,NA,NA,NA,"PCS",0.690140845070423,0.197183098591549,0.00469483568075117,NA,NA,NA,654336,NA,NA
23717234,12,2003,1,"Friendship PCS Chamberlain Elementary",375,1,235,18,"ES","1345 Potomac Avenue, SE",1046,80860,1,-76.986715,38.879337,"6",NA,NA,NA,NA,NA,NA,NA,"PCS",0.626666666666667,0.048,0.00266666666666667,215.626666666667,22674.2198852772,293.312317585951,1976436.16666667,1889.5183237731,24.4426931321626
1053696,1,2015,1,"Friendship PCS Chamberlain Middle",343,0,200,59,"MS","1345 Potomac Avenue, SE",NA,NA,1,-76.986715,38.879337,"6",NA,NA,NA,NA,NA,NA,NA,"PCS",0.583090379008746,0.17201166180758,0,NA,NA,NA,1053696,NA,NA
17344193,12,2003,1,"Friendship PCS SouthEast Academy",576,0,412,56,"ES","645 Milwaukee Place, SE",950,58539,1,-76.996974,38.847472,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.715277777777778,0.0972222222222222,0,101.630208333333,18257.0452631579,296.284408684808,1445349.41666667,1521.42043859649,24.6903673904007
6129328,6,2010,1,"Friendship PCS Tech Prep",499,1,353,90,"MS/HS","2705 Martin Luther King Jr. Avenue, SE",1048,66349,0,-76.996307,38.848279,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.707414829659319,0.180360721442886,0.00200400801603206,132.963927855711,5848.59541984733,92.380111230011,1021554.66666667,974.765903307888,15.3966852050018
6129328,6,2010,1,"Friendship PCS Tech Prep",499,1,353,90,"MS/HS","620 Milwaukee Place, SE",1048,66349,0,-76.9976677,38.8482336,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.707414829659319,0.180360721442886,0.00200400801603206,132.963927855711,5848.59541984733,92.380111230011,1021554.66666667,974.765903307888,15.3966852050018
18909379,12,2003,1,"Friendship PCS Woodridge Elementary",284,8,127,12,"ES","2959 Carlton Avenue, NE",600,37000,1,-76.9662004,38.9294874,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.447183098591549,0.0422535211267606,0.028169014084507,130.281690140845,31515.6316666667,511.064297297297,1575781.58333333,2626.30263888889,42.5886914414414
516096,1,2015,1,"Friendship PCS Woodridge Middle",168,1,75,35,"MS","2960 Carlton Avenue, NE",NA,NA,1,-76.967187,38.930047,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.446428571428571,0.208333333333333,0.00595238095238095,NA,NA,NA,516096,NA,NA
37822656,12,2003,1,"Friendship PCS Woodson Collegiate Academy",883,0,517,165,"HS","4095 Minnesota Avenue, NE",1500,152000,1,-76.9459338,38.897574,"7",NA,NA,NA,NA,NA,NA,NA,"PCS",0.585503963759909,0.186862967157418,0,172.140430351076,25215.104,248.833263157895,3151888,2101.25866666667,20.7361052631579
202752,1,2015,1,"Harmony DC PCS-School of Excellence",66,0,40,8,"ES","62 T Street, NE",220,20000,1,-77.0066585,38.916063,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.606060606060606,0.121212121212121,0,303.030303030303,921.6,10.1376,202752,921.6,10.1376
8215644,10,2006,1,"Howard University Middle School of Math and Science PCS",294,11,115,9,"MS","405 Howard Place, NW",435,20968,1,-77.0188757,38.9228511,"1",NA,NA,NA,NA,NA,NA,NA,"PCS",0.391156462585034,0.0306122448979592,0.0374149659863946,71.3197278911565,18886.5379310345,391.818199160626,821564.4,1888.65379310345,39.1818199160626
13450019,17,1999,1,"IDEA PCS",217,1,165,42,"HS","1027 45th Street, NE",490,70000,1,-76.937087,38.904173,"7",NA,NA,NA,NA,NA,NA,NA,"PCS",0.76036866359447,0.193548387096774,0.00460829493087558,322.58064516129,27449.0183673469,192.143128571429,791177.588235294,1614.6481392557,11.3025369747899
6508377,8,2008,1,"Ideal Academy PCS North Capitol Street Campus ES",297,3,185,32,"ES/MS","6130 N Capitol Street, NW",500,35090,1,-77.0098236,38.9648647,"4",NA,NA,NA,NA,NA,NA,NA,"PCS",0.622895622895623,0.107744107744108,0.0101010101010101,118.148148148148,13016.754,185.476688515247,813547.125,1627.09425,23.1845860644058
941472,2,2014,1,"Ingenuity Prep PCS",201,0,148,22,"ES","4600 Livingston Road, SE",200,31075,1,-77.0031886,38.8239325,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.736318407960199,0.109452736318408,0,154.601990049751,4707.36,30.2967658889783,470736,2353.68,15.1483829444891
2824824,4,2012,1,"Inspired Teaching Demonstration PCS",317,14,35,34,"ES/MS","200 Douglas Street, NE",620,40800,1,-77.0025452,38.9236743,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.110410094637224,0.107255520504732,0.0441640378548896,128.706624605678,4556.16774193548,69.2358823529412,706206,1139.04193548387,17.3089705882353
4626760,6,2010,1,"KIPP DC Discover PCS",330,0,203,22,"PK3-K","2600 Douglass Place, SE",NA,NA,1,-76.9912057,38.8569692,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.615151515151515,0.0666666666666667,0,NA,NA,NA,771126.666666667,NA,NA
1893744,3,2013,1,"KIPP DC LEAD Academy",302,4,127,27,"ES","421 P Street, NW",NA,NA,1,-77.018128,38.909942,"2",NA,NA,NA,NA,NA,NA,NA,"PCS",0.420529801324503,0.0894039735099338,0.0132450331125828,NA,NA,NA,631248,NA,NA
227328,1,2015,1,"Lee Montessori PCS",74,0,10,5,"ES","301 Douglas Street, NE",162,13200,1,-77.0020346,38.9234284,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.135135135135135,0.0675675675675676,0,178.378378378378,1403.25925925926,17.2218181818182,227328,1403.25925925926,17.2218181818182
20265712,16,2000,1,"Meridian PCS",639,176,294,77,"ES/MS","2120 13th Street, NW",718,61900,1,-77.0299375,38.9185351,"1",NA,NA,NA,NA,NA,NA,NA,"PCS",0.460093896713615,0.120500782472613,0.275430359937402,96.8701095461659,28225.2256267409,327.394378029079,1266607,1764.07660167131,20.4621486268174
4199632,6,2010,1,"National Collegiate Prep PCS",306,0,213,40,"HS","4600 Livingston Road, SE",400,50000,1,-77.0031886,38.8239325,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.696078431372549,0.130718954248366,0,163.398692810458,10499.08,83.99264,699938.666666667,1749.84666666667,13.9987733333333
5525896,6,2010,1,"Options PCS",268,0,218,168,"MS/HS","1375 E Street, NE",1127,66622,1,-76.986356,38.895719,"6",NA,NA,NA,NA,NA,NA,NA,"PCS",0.813432835820896,0.626865671641791,0,248.589552238806,4903.19077196096,82.9440124883672,920982.666666667,817.198461993493,13.8240020813945
1757400,2,2014,1,"Paul Public Charter School - International High School",325,24,159,42,"HS","5800 8th Street, NW",NA,59423,1,-77.0248615,38.9613283,"4",NA,NA,NA,NA,NA,NA,NA,"PCS",0.489230769230769,0.129230769230769,0.0738461538461539,182.84,NA,29.5744072160611,878700,NA,14.7872036080306
21115814,15,2001,1,"Paul Public Charter School - Middle School",376,24,160,47,"MS","5800 8th Street, NW",780,68565,1,-77.0248615,38.9613283,"4",NA,NA,NA,NA,NA,NA,NA,"PCS",0.425531914893617,0.125,0.0638297872340425,182.353723404255,27071.5564102564,307.967826150368,1407720.93333333,1804.77042735043,20.5311884100246
28592629,16,2000,1,"Perry Street Prep PCS",619,10,343,93,"PK3-12","1800 Perry Street, NE",1250,171000,1,-76.9783016,38.9363691,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.554119547657512,0.150242326332795,0.0161550888529887,276.252019386107,22874.1032,167.208356725146,1787039.3125,1429.63145,10.4505222953216
3896368,16,2000,1,"Roots PCS",95,2,39,7,"ES","15 Kennedy Street, NW",230,10374,0,-77.010142,38.9567798,"4",NA,NA,NA,NA,NA,NA,NA,"PCS",0.410526315789474,0.0736842105263158,0.0210526315789474,109.2,16940.7304347826,375.589743589744,243523,1058.79565217391,23.474358974359
3896368,16,2000,1,"Roots PCS",95,2,39,7,"ES","6222 North Capitol Street, NW",230,10374,0,-77.0094126,38.9661824,"4",NA,NA,NA,NA,NA,NA,NA,"PCS",0.410526315789474,0.0736842105263158,0.0210526315789474,109.2,16940.7304347826,375.589743589744,243523,1058.79565217391,23.474358974359
31414511,17,1999,1,"School for Educational Evolution and Development (SEED) PCS",336,0,172,57,"MS/HS","4300 C Street, SE",488,48128,1,-76.9464327,38.8869027,"7",NA,NA,NA,NA,NA,NA,NA,"PCS",0.511904761904762,0.169642857142857,0,143.238095238095,64373.9979508197,652.728370179521,1847912.41176471,3786.70576181292,38.3957864811483
483192,2,2014,1,"Sela PCS",86,8,24,8,"ES","6015 Chillum Place, NE",NA,NA,1,-77.0074503,38.9639099,"4",NA,NA,NA,NA,NA,NA,NA,"PCS",0.27906976744186,0.0930232558139535,0.0930232558139535,NA,NA,NA,241596,NA,NA
947496,4,2012,1,"Shining Stars Montessori PCS",118,12,20,1,"PK3-K","6017 Chillum Place, NE",NA,NA,1,-77.007573,38.9640197,"4",NA,NA,NA,NA,NA,NA,NA,"PCS",0.169491525423729,0.00847457627118644,0.101694915254237,NA,NA,NA,236874,NA,NA
6315254,9,2007,1,"St. Coletta Special Education PCS",252,20,111,251,"SPED","1901 Independence Avenue, SE",525,99540,1,-76.9764947,38.8868079,"6",NA,NA,NA,NA,NA,NA,NA,"PCS",0.44047619047619,0.996031746031746,0.0793650793650794,395,12029.0552380952,63.444384167169,701694.888888889,1336.56169312169,7.04937601857433
12321572,14,2002,1,"Thurgood Marshall Academy PCS",395,0,216,50,"HS","2427 Martin Luther King Jr. Avenue, SE",416,63625,1,-76.9937918,38.8623418,"8",NA,NA,NA,NA,NA,NA,NA,"PCS",0.546835443037975,0.126582278481013,0,161.075949367089,29619.1634615385,193.659284872299,880112.285714286,2115.65453296703,13.832806062307
10057948,15,2001,1,"Tree of Life Community PCS",286,2,185,25,"ES/MS","2315 18th Place, NE",1393,28076,1,-76.9777082,38.9207757,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.646853146853147,0.0874125874125874,0.00699300699300699,98.1678321678322,7220.35032304379,358.240062686992,670529.866666667,481.356688202919,23.8826708457995
8446894,8,2005,1,"Two Rivers PCS",518,20,126,107,"ES/MS","1227 4th Street, NE ",686,51005,0,-77.0001838,38.9067354,"6",NA,NA,NA,NA,NA,NA,NA,"PCS",0.243243243243243,0.206563706563707,0.0386100386100386,98.465250965251,12313.2565597668,165.60913635918,1055861.75,1539.15706997085,20.7011420448976
8446894,8,2005,1,"Two Rivers PCS",518,20,126,107,"ES/MS","1234 4th Street, NE",686,51005,0,-77.000978,38.90642,"6",NA,NA,NA,NA,NA,NA,NA,"PCS",0.243243243243243,0.206563706563707,0.0386100386100386,98.465250965251,12313.2565597668,165.60913635918,1055861.75,1539.15706997085,20.7011420448976
13661934,17,1999,1,"Washington Math Science Tech PCS",335,3,222,72,"HS","1920 Bladensburg Road, NE",420,49116,1,-76.9737654,38.9164261,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.662686567164179,0.214925373134328,0.00895522388059702,146.614925373134,32528.4142857143,278.156486684583,803643.176470588,1913.43613445378,16.3621462755637
7254586,7,2009,1,"Washington Yu Ying PCS",528,31,22,30,"ES","220 Taylor Street, NE",610,41118,1,-77.0036779,38.941395,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.0416666666666667,0.0568181818181818,0.0587121212121212,77.875,11892.7639344262,176.433338197383,1036369.42857143,1698.9662763466,25.2047625996262
6138356,6,2005,1,"William E. Doar Jr PCS",439,13,223,35,"ES/MS","705 Edgewood Street, NE",560,46835,1,-76.9957981,38.9236618,"5",NA,NA,NA,NA,NA,NA,NA,"PCS",0.507972665148064,0.0797266514806378,0.0296127562642369,106.685649202733,10961.35,131.06343546493,1023059.33333333,1826.89166666667,21.8439059108217
2747123,10,2006,1,"Youthbuild PCS",112,7,0,10,"ALT","3014 14th St NW",100,11709,1,-77.0327382,38.9277886,"1",NA,NA,NA,NA,NA,NA,NA,"PCS",0,0.0892857142857143,0.0625,104.544642857143,27471.23,234.616363481083,274712.3,2747.123,23.4616363481083
