"Agency","maxOccupancy","Level","MajorExp9815","TotalAllotandPlan1621","LifetimeBudget","FeederMS","FeederHS","AtRiskPer","SpentPerMaxOccupancy","SpentPerSqFt","Open_Now","AnnualExpenseAverage","AnnualSpentPerMaxOccupany","AnnualSpentPerSqFt","Ward","School"
"PCS",NA,"MS","7645919",6447936,NA,NA,NA,0.401162790697674,22226.5087209302,NA,1,849546.555555556,2469.61208010336,NA,"2","KIPP DC WILL Academy "
"PCS",NA,"PK3-K","6204843",5698176,NA,NA,NA,0.582236842105263,20410.6677631579,NA,1,775605.375,2551.33347039474,NA,"7","KIPP DC LEAP Academy "
"PCS",NA,"ADULT","1144584",2755368,NA,NA,NA,0.00680272108843537,7786.28571428571,24.2625119236884,1,381528,2595.42857142857,8.0875039745628,"7","Maya Angelou Young Adult Learning Center"
"PCS",1250,"PK3-12","28592629",11602536,NA,NA,NA,0.554119547657512,46191.6462035541,167.208356725146,1,1787039.3125,2886.97788772213,10.4505222953216,"5","Perry Street Prep "
"PCS",375,"ALT","3142236",6804072,NA,NA,NA,0,8656.29752066116,100.224419494769,1,448890.857142857,1236.61393152302,14.3177742135384,"1","The Next Step "
"PCS",780,"MS","21115814",7047744,NA,NA,NA,0.425531914893617,56159.079787234,307.967826150368,1,1407720.93333333,3743.93865248227,20.5311884100246,"4","Paul Public Charter School- Middle School"
"PCS",1608,"MS","11203877",6260496,NA,NA,NA,0.482035928143713,33544.5419161677,132.306857500502,1,933656.416666667,2795.37849301397,11.0255714583752,"7","KIPP DC KEY Academy "
"PCS",NA,"ES","1893744",5660688,NA,NA,NA,0.420529801324503,6270.67549668874,NA,1,631248,2090.22516556291,NA,"2","KIPP DC LEAD Academy"
"PCS",200,"ES","941472",3767544,NA,NA,NA,0.736318407960199,4683.94029850746,30.2967658889783,1,470736,2341.97014925373,15.1483829444891,"8","Ingenuity Prep "
"PCS",1206,"PK3-K","1533672",5641944,NA,NA,NA,0.528239202657807,5095.25581395349,22.8906268656716,1,766836,2547.62790697674,11.4453134328358,"5","KIPP DC Connect Academy"
"PCS",NA,"ES","616344",1911888,NA,NA,NA,0.588235294117647,6042.58823529412,NA,1,308172,3021.29411764706,NA,"5","KIPP DC Spring Academy"
"PCS",NA,"HS","1757400",6091800,NA,NA,NA,0.489230769230769,5407.38461538462,29.5744072160611,1,878700,2703.69230769231,14.7872036080306,"4","Paul Public Charter School- International High School"
"PCS",764,"PK3-K","651264",3973728,NA,NA,NA,0.608490566037736,3072,24.1656400742115,1,651264,3072,24.1656400742115,"7","KIPP DC Arts & Technology Academy "
"PCS",NA,"ES","866304",5285808,NA,NA,NA,0.624113475177305,3072,21.4299072356215,1,866304,3072,21.4299072356215,"7","KIPP DC Quest Academy "
"PCS",NA,"MS","387072",2361744,NA,NA,NA,0.555555555555556,3072,NA,1,387072,3072,NA,"5","KIPP DC Northeast Academy "
"PCS",925,"ES","20538240",7103976,NA,NA,NA,0.762532981530343,54190.6068601583,387.92384406165,1,1711520,4515.88390501319,32.3269870051375,"7","Friendship Blow Pierce Elementary"
"PCS",NA,"MS","654336",3992472,NA,NA,NA,0.690140845070423,3072,NA,1,654336,3072,NA,"7","Friendship Blow-Pierce Middle"
"PCS",1046,"ES","23717234",7029000,NA,NA,NA,0.626666666666667,63245.9573333333,293.312317585951,1,1976436.16666667,5270.49644444444,24.4426931321626,"6","Friendship Chamberlain Elementary"
"PCS",NA,"MS","1053696",6429192,NA,NA,NA,0.583090379008746,3072,NA,1,1053696,3072,NA,"6","Friendship Chamberlain Middle"
"DCPS",1520,"HS","141737725",4007,"162976011",".","",0.852980132450331,93248.5032894737,398.139676966292,1,NA,NA,NA,"8","Ballou High"
"DCPS",NA,"HS",NA,0,"0",NA,NA,0,NA,NA,1,NA,NA,NA,"8","Ballou STAY"
"PCS",400,"HS","4199632",5735664,NA,NA,NA,0.696078431372549,13724.2875816993,83.99264,1,699938.666666667,2287.38126361656,13.9987733333333,"8","National Collegiate Prep "
"PCS",NA,"ES","5553600",7497600,NA,NA,NA,0.5475,13884,NA,1,925600,2314,NA,"7","KIPP DC Promise "
"PCS",NA,"PK3-K","4626760",6185520,NA,NA,NA,0.615151515151515,14020.4848484848,NA,1,771126.666666667,2336.74747474747,NA,"8","KIPP DC Discover "
"PCS",1195,"PK3-K","3706464",5848128,NA,NA,NA,0.448717948717949,11879.6923076923,36.8175939446315,1,741292.8,2375.93846153846,7.3635187889263,"2","KIPP DC GROW Academy "
"PCS",NA,"ES","3161880",7778760,NA,NA,NA,0.551807228915663,7618.98795180723,NA,1,790470,1904.74698795181,NA,"8","KIPP DC Heights Academy "
"DCPS",1160,"",NA,NA,NA,"","Dunbar HS",0.589108910891089,NA,NA,1,NA,NA,NA,"5","McKinley Middle"
"DCPS",1030,"HS","117015598",1887406,"143557836","","",0.827731092436975,113607.376699029,352.62656099325,1,NA,NA,NA,"4","Roosevelt High"
"DCPS",120,"SPED","1332074.86539984",0,"2089951",NA,"",0.516666666666667,11100.623878332,16.5475138558986,1,NA,NA,NA,"4","Sharpe Health"
"DCPS",248,"ES",NA,0,"52963","Johnson MS","Ballou HS",0.848360655737705,NA,NA,1,NA,NA,NA,"8","Malcolm X Elementary at Green"
"DCPS",500,"ES/MS","42645563",0,"42645768","","Dunbar HS",0.786177105831533,85291.126,493.765781307892,1,NA,NA,NA,"5","Wheatley Education Campus"
"DCPS",520,"HS","0",0,NA,"","",0.154237288135593,0,0,1,NA,NA,NA,"2","School Without Walls High"
"DCPS",480,"ES","6533765",0,"6544178","Brookland MS","Dunbar HS",0.48,13612.0104166667,94.1573236107909,1,NA,NA,NA,"5","Bunker Hill Elementary"
"DCPS",360,"ES/MS","975866",11987136,"14637256",NA,"Eastern HS",0.0806451612903226,2710.73888888889,20.6751271186441,1,NA,NA,NA,"6","Capitol Hill Montessori"
"DCPS",570,"MS","0",35993000,"35993000","","Eastern HS",0.646209386281588,0,0,1,NA,NA,NA,"6","Jefferson Middle"
"DCPS",350,"ALT","0",9900000,"9900000","","",0,0,0,1,NA,NA,NA,"1","Washington Metropolitan High"
"DCPS",NA,"HS",NA,1887406,"","","",NA,NA,NA,1,NA,NA,NA,"4","Roosevelt STAY"
"DCPS",NA,NA,"700",0,"700",NA,NA,NA,NA,0.00200745626613135,0,NA,NA,NA,NA,"PR Harris"
"DCPS",480,"ES","595860",0,"595860","Hart MS","Ballou HS",0.472803347280335,1241.375,9.16707692307692,1,NA,NA,NA,"8","Leckie Elementary"
"DCPS",120,"SPED","757876.134600158",0,"757876.134600158",NA,NA,0.517857142857143,6315.63445500132,16.5475138558986,1,NA,NA,NA,"4","Mamiedlee"
"PCS",186,"ADULT","786432",4798464,NA,NA,NA,0,3072,36.7921403508772,1,786432,3072,36.7921403508772,"8","Academy of Hope Adult "
"PCS",230,"PK3-K","1560816",3336432,NA,NA,NA,0.724719101123595,8768.62921348315,90.9513431618204,1,390204,2192.15730337079,22.7378357904551,"8","AppleTree Early Learning Southeast"
"PCS",650,"PK3-K","2065776",6710352,NA,NA,NA,0.729050279329609,5770.32402234637,66.637935483871,1,1032888,2885.16201117318,33.3189677419355,"8","Cedar Tree Academy "
"PCS",519,"MS","2316432",7141464,NA,NA,NA,0.503937007874016,6079.87401574803,69.8204177592911,1,1158216,3039.93700787402,34.9102088796455,"8","Achievement Preparatory-Middle School"
"DCPS",176,"ES","2604666",0,"2612974","Cardozo EC (6-8)","Cardozo EC (9-12)",0.0602409638554217,14799.2386363636,116.279732142857,1,NA,NA,NA,"2","Ross Elementary"
"DCPS",400,"ES","2991980",0,"2996347","Kelly Miller MS","Woodson HS",0.677777777777778,7479.95,31.4971787097861,1,NA,NA,NA,"7","Burrville Elementary"
"PCS",534,"ES","3405436",5098368,NA,NA,NA,0.341911764705882,12519.9852941176,164.704778487135,1,340543.6,1251.99852941176,16.4704778487135,"4","Bridges "
"DCPS",500,"ES","3644743",0,"3644743","Col. Hts. EC (6-8)","Cardozo EC (9-12)",0.606425702811245,7289.486,54.7324453387794,1,NA,NA,NA,"1","Tubman Elementary"
"DCPS",564,"ES","3750929",0,"3750929","Jefferson Acad. MS","Eastern HS",0.457854406130268,6650.58333333333,53.892658045977,1,NA,NA,NA,"6","Tyler Elementary"
"DCPS",325,"ES","4298925",0,"4302057","Cardozo EC (6-8)","Cardozo EC (9-12)",0.501694915254237,13227.4615384615,66.1373076923077,1,NA,NA,NA,"2","Seaton Elementary"
"DCPS",369,"ES","4475354",0,"4485194","Jefferson Acad. MS","Eastern HS",0.0625,12128.3306233062,94.2179789473684,1,NA,NA,NA,"6","Brent Elementary"
"PCS",233,"ES","4742251",4854696,NA,NA,NA,0.644787644787645,18309.8494208494,306.782960279467,1,592781.375,2288.73117760618,38.3478700349334,"8","Early Childhood Academy "
"PCS",67,"ES","4742251",4854696,NA,NA,NA,0.644787644787645,18309.8494208494,1063.76200089726,1,592781.375,2288.73117760618,132.970250112158,"8","Early Childhood Academy "
"DCPS",362,"ES","4898637",0,"4938279","Kelly Miller MS","Woodson HS",0.825870646766169,13532.1464088398,67.2889697802198,1,NA,NA,NA,"7","Drew Elementary"
"DCPS",520,"ES/MS","5208611",0,"5241031","","Coolidge HS",0.611428571428571,10016.5596153846,73.265782366511,1,NA,NA,NA,"4","Whittier Education Campus"
"DCPS",382,"ES","5365870",0,"5365870","Hart MS","Ballou HS",0.85,14046.780104712,69.7808728672493,1,NA,NA,NA,"8","Patterson Elementary"
"PCS",566,"ES","6050898",6410448,NA,NA,NA,0.116959064327485,17692.6842105263,165.018490236719,1,504241.5,1474.39035087719,13.7515408530599,"4","Latin American Montessori Bilingual (LAMB) "
"DCPS",550,"ES","6391359",0,"6391359","Eliot-Hine MS","Eastern HS",0.743718592964824,11620.6527272727,83.1169241573034,1,NA,NA,NA,"6","Miner Elementary"
"PCS",849,"ES","6611687",NA,NA,NA,NA,0.52262443438914,14958.5678733032,82.2840377339705,1,944526.714285714,2136.93826761474,11.7548625334244,"7","DC Preparatory Benning Campus "
"PCS",340,"MS","6749878",NA,NA,NA,NA,0.343537414965986,22958.768707483,169.825340914809,1,843734.75,2869.84608843537,21.2281676143511,"5","DC Preparatory Edgewood Middle Campus "
"PCS",516,"MS","6850144",NA,NA,NA,NA,0.416445623342175,18170.1432360743,150.60557558702,1,1141690.66666667,3028.35720601238,25.1009292645033,"1","E L Haynes Georgia Avenue"
"PCS",646,"ALT","6961429",4723488,NA,NA,NA,0,27624.7182539683,88.5396375198728,1,632857.181818182,2511.33802308802,8.04905795635207,"7","Maya Angelou Evans Campus "
"DCPS",228,"PK3-K","7028816",0,"7099258","Stuart-Hobson MS","Eastern HS",0.0704845814977974,30828.1403508772,185.947513227513,1,NA,NA,NA,"6","Peabody Elementary"
"DCPS",474,"ES","7563320",0,"7572071","Kelly Miller MS","Woodson HS",0.723039215686274,15956.3713080169,86.3392694063927,1,NA,NA,NA,"7","Thomas Elementary"
"PCS",663,"ADULT","8206459",9222048,NA,NA,NA,0.040650406504065,16679.7947154472,304.619858945806,1,911828.777777778,1853.31052393857,33.8466509939784,"1","Briya Public Charter School"
"DCPS",450,"ES","8239048",0,"8866114","Brookland MS","Dunbar HS",0.525252525252525,18308.9955555556,118.214072543618,1,NA,NA,NA,"5","Burroughs Elementary"
"PCS",686,"ES/MS","8446894",9709392,NA,NA,NA,0.243243243243243,16306.7451737452,165.60913635918,1,1055861.75,2038.34314671815,20.7011420448976,"6","Two Rivers "
"PCS",809,"ES","9258495",NA,NA,NA,NA,0.357142857142857,25435.4258241758,123.4466,1,841681.363636364,2312.31143856144,11.2224181818182,"1","DC Bilingual "
"DCPS",530,"ES","10253618",0,"10273670","McKinley MS","Dunbar HS",0.622895622895623,19346.4490566038,102.53618,1,NA,NA,NA,"5","Langley Elementary"
"DCPS",600,"MS","10614880",0,"10614880","","HD Woodson HS",0.6996336996337,17691.4666666667,92.3097258939752,1,NA,NA,NA,"7","Kelly Miller Middle"
"DCPS",609,"ES","11264300",0,"17026865","CHEC (6-8)","Cardozo EC (9-12)",0.505376344086022,18496.3875205255,137.048617870352,1,NA,NA,NA,"1","Bruce-Monroe Elementary @ Park View"
"PCS",430,"HS","12075294",6710352,NA,NA,NA,0.628491620111732,33729.8715083799,301.88235,1,1207529.4,3372.98715083799,30.188235,"6","Cesar Chavez Capitol Hill "
"DCPS",364,"ES","13007488",0,"13007488","Hardy MS","Wilson HS",0.031331592689295,35734.8571428571,260.14976,1,NA,NA,NA,"3","Key Elementary"
"DCPS",912,"MS","13075759",0,"13214760",NA,"Ballou HS",0.820459290187891,14337.4550438596,62.0586568580921,1,NA,NA,NA,"8","Hart Middle"
"DCPS",320,"ES","18707417",0,"18707417","Hardy MS","Wilson HS",0.0430622009569378,58460.678125,286.923573619632,1,NA,NA,NA,"3","Stoddert Elementary"
"DCPS",584,"ES/MS","22265461",0,"22269148","","Coolidge HS",0.472613458528951,38125.7893835616,285.454628205128,1,NA,NA,NA,"4","Brightwood Education Campus"
"DCPS",391,"ES","24719301",0,"24719301","Brookland MS","Dunbar HS",0.629757785467128,63220.7186700767,480.023710579462,1,NA,NA,NA,"5","Noyes Elementary"
"DCPS",440,"ES","32500688",0,"32500688","CHEC (6-8)","Cardozo EC (9-12)",0.5375,73865.2,379.255601194922,1,NA,NA,NA,"1","H.D. Cooke Elementary"
"DCPS",700,"ES","37443325",0,"37949758","Deal MS","Wilson HS",0.0115440115440115,53490.4642857143,389.697709272192,1,NA,NA,NA,"3","Janney Elementary"
"DCPS",485,"MS","50758871",0,"50758871","","Wilson HS",0.248704663212435,104657.465979381,473.496930970149,1,NA,NA,NA,"2","Hardy Middle"
"PCS",1614,"ADULT","57276227",36981912,NA,NA,NA,0,29030.0187531678,433.910810606061,1,3369189.82352941,1707.64816195104,25.5241653297683,"5","Carlos Rosario International Harvard Street Campus"
"DCPS",837,"HS","68228069",0,"68860993","","",0.886535552193646,81515.0167264038,332.83283737902,1,NA,NA,NA,"8","Anacostia High"
"DCPS",1370,"MS","73524856",0,"74154641","","Wilson HS",0.0754573170731707,53667.7781021898,328.692318352713,1,NA,NA,NA,"3","Deal Middle"
"DCPS",1100,"HS","74502874",0,"74503071","","",0.696585365853658,67729.8854545455,239.774183270522,1,NA,NA,NA,"6","Eastern High"
"DCPS",1160,"HS","77382544",0,"77443210","","",0.370542635658915,66709.0896551724,274.211708008505,1,NA,NA,NA,"5","McKinley Technology High"
"DCPS",1400,"MS/HS","78652173",0,"78652173","","Cardozo HS (9-12)",0.53757225433526,56180.1235714286,241.844464328543,1,NA,NA,NA,"1","Columbia Heights Education Campus (CHEC)"
"DCPS",1000,"HS","107742134",0,"107779131","","",0.784037558685446,107742.134,425.175939006969,1,NA,NA,NA,"7","Woodson, H.D. High"
"DCPS",1700,"HS","114246156",0,"114320882","","",0.307606263982103,67203.6211764706,303.484560948657,1,NA,NA,NA,"3","Wilson High"
"DCPS",1070,"MS/HS","131527974",0,"132124454","","",0.733674775928297,122923.340186916,330.971248112733,1,NA,NA,NA,"1","Cardozo Education Campus"
"PCS",NA,NA,"$1,013,952",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Academia Bilingue"
"PCS",NA,NA,"$1,226,332",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ALTA Associates for Learning Through the Arts"
"PCS",NA,NA,"$201,060",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Apple Tree (combined)"
"PCS",NA,NA,"$699,648",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"AppleTree Amidon"
"PCS",NA,NA,"$156,702",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ARE Academy for Renewal in Education"
"PCS",NA,NA,"$21,620,200",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Arts and Technology Academy"
"PCS",NA,NA,"$2,169,195",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Barbara Jordan"
"PCS",NA,NA,"$2,897,340",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Booker T. Washington (combined)"
"PCS",NA,NA,"$1,285,546",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Booker T. Washington Evening"
"PCS",NA,NA,"$6,275,910",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Booker T. Washington for Technical Arts"
"PCS",NA,NA,"$1,049,400",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Booker T. Washington Virtual"
"PCS",NA,NA,"$3,738,383",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Capital City (combined)"
"PCS",NA,NA,"$301,573",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Center City Brentwood"
"PCS",NA,NA,"$2,676,917",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Cesar Chavez (combined)"
"PCS",NA,NA,"$2,230,312",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Children's Studio School"
"PCS",NA,NA,"$920,095",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"City Collegiate"
"PCS",NA,NA,"$618,836",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"City Lights"
"PCS",NA,NA,"$6,327,356",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Community Academy (combined)"
"PCS",NA,NA,"$1,813,365",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"DC Prep (combined)"
"PCS",NA,NA,"$3,449,520",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"E.L. Haynes (Combined)"
"PCS",NA,NA,"$3,557,810",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Eagle Academy (combined)"
"PCS",NA,NA,"$405,000",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Early Childhood Academy Johenning"
"PCS",NA,NA,"$339,000",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Early Childhood Academy Walter Washington"
"PCS",NA,NA,"$16,318,413",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Friendship PCS (combined)"
"PCS",NA,NA,"$1,137,325",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Hope Community (combined)"
"PCS",NA,NA,"$8,837,308",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Howard Road (combined)"
"PCS",NA,NA,"$7,963,270",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Howard Road Academy"
"PCS",NA,NA,"$398,722",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Howard Road Academy G St."
"PCS",NA,NA,"$2,310,330",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Howard Road Academy Penn. Ave."
"PCS",NA,NA,"$1,468,600",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Howard Road Adademy MLK Ave.  Middle"
"PCS",NA,NA,"$1,512,212",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Ideal Academy Peabody St."
"PCS",NA,NA,"$7,943,598",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Imagine Southeast"
"PCS",NA,NA,"$393,584",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Jo-Arz Academy"
"PCS",NA,NA,"$3,537,694",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"KAMIT Institute"
"PCS",NA,NA,"$593,162",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"KIPP (combined)"
"PCS",NA,NA,"$237,000",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"LAMB  Taylor St."
"PCS",NA,NA,"$84,000",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"LAYC Career Academy Alt. School"
"PCS",NA,NA,"$691,425",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Mary McLeod Bethune 42nd St."
"PCS",NA,NA,"$843,148",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Mary McLeod Bethune Crestwood Campus"
"PCS",NA,NA,"$486,518",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Maya Angelou (combined)"
"PCS",NA,NA,"$3,770,121",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Maya Angelou Middle"
"PCS",NA,NA,"$2,571,219",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Maya Angelou Shaw Campus"
"PCS",NA,NA,"$357,535",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"MEI Futures"
"PCS",NA,NA,"$4,109,909",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"New School"
"PCS",NA,NA,"$353,492",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"New Vistas Prep"
"PCS",NA,NA,"$1,158,800",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Next Step Alt. School"
"PCS",NA,NA,"$2,482,515",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Nia Community"
"PCS",NA,NA,"$4,116,309",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Options (combined)"
"PCS",NA,NA,"$756,800",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Options Satillite Campus"
"PCS",NA,NA,"$743,930",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Richard Milburn Academy"
"PCS",NA,NA,"$664,860",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"SAIL  16th St."
"PCS",NA,NA,"$664,790",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"SAIL H St."
"PCS",NA,NA,"$1,912,721",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Sasha Bruce"
"PCS",NA,NA,"$3,017,000",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Septima Clark"
"PCS",NA,NA,"$3,732,006",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"SouthEast Academy"
"PCS",NA,NA,"$1,143,098",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Tech World"
"PCS",NA,NA,"$667,214",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Thea Bowman"
"PCS",NA,NA,"$2,080,524",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Tri-Community"
"PCS",NA,NA,"$3,014,800",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Two Rivers ES/MS"
"PCS",NA,NA,"$802,200",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Two Rivers Middle School"
"PCS",NA,NA,"$907,163",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Washington Academy (Blue Castle)"
"PCS",NA,NA,"$538,350",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Washington Academy (Combined)"
"PCS",NA,NA,"$376,540",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Washington Academy (Penn. Ave.)"
"PCS",NA,NA,"$730,844",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Washington Academy JMUMC"
"PCS",NA,NA,"$1,454,643",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Washington Latin (combined)"
"PCS",NA,NA,"$3,857,653",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"William E. Doar Jr. NE Elementary"
"PCS",NA,NA,"$2,284,666",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"William E. Doar Jr. NE Middle"
"PCS",NA,NA,"$1,910,351",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"William E. Doar Jr. Soldiers Home"
"PCS",NA,NA,"$454,860",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"World"
"PCS",NA,NA,"$3,970,618",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Young America Works"
"PCS",NA,NA,"$285,671",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Young Technocrats"
"PCS",NA,NA,"$498,000",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"AppleTree Parkland"
"PCS",NA,NA,"$5,184,109",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Community Academy Amos III"
"PCS",NA,NA,"$1,555,200",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Community Academy Amos IIIa"
"PCS",NA,NA,"$381,000",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Community Academy Amos IIIb"
"PCS",NA,NA,"$6,697,063",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Community Academy Rand"
"PCS",NA,NA,"$5,810,972",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Hospitality High"
"PCS",NA,NA,"$3,658,388",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Ideal Academy  (combined)"
"PCS",NA,NA,"$1,374,105",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Next Step (combined) (The Next Step)"
"PCS",NA,NA,"$2,783,601",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"SAIL (combined)"
"PCS",NA,NA,"$2,878,377",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Village Learning Center"
