OBJECTID,CITY_NAME,STATE_CITY,CAPITAL,WEB_URL,AREAKM,AREAMILES,Shape_Length,Shape_Area
1,Washington,1150000,Y,http://www.dc.gov,177.47,68.52,67608.276922,177456161.223616
