Sector,LEA ID,LEA Name,School ID,School Name,Total Enrolled,PK3,PK4,KG,01,02,03,04,05,06,07,08,09,10,11,12,Adult,Alternative,SPED Program,Limited English Proficient,Level 1,Level 2,Level 3,Level 4,At_Risk
DCPS,001,District of Columbia Public Schools,417,Kramer MS,333,0,0,0,0,0,0,0,0,85,111,137,0,0,0,0,0,0,0,0,13,47,3,7,267
DCPS,001,District of Columbia Public Schools,421,Kelly Miller MS,546,0,0,0,0,0,0,0,0,184,180,182,0,0,0,0,0,0,0,7,27,57,5,24,382
DCPS,001,District of Columbia Public Schools,427,Sousa MS,284,0,0,0,0,0,0,0,0,82,86,116,0,0,0,0,0,0,0,0,22,26,8,9,209
DCPS,001,District of Columbia Public Schools,428,Stuart Hobson MS (Capitol Hill Cluster),423,0,0,0,0,0,0,0,0,137,146,140,0,0,0,0,0,0,0,3,27,28,0,6,143
DCPS,001,District of Columbia Public Schools,433,Jefferson Middle School Academy,277,0,0,0,0,0,0,0,0,97,84,96,0,0,0,0,0,0,0,3,15,20,12,17,179
DCPS,001,District of Columbia Public Schools,435,Mckinley Middle School,202,0,0,0,0,0,0,0,0,62,75,65,0,0,0,0,0,0,0,5,9,10,2,20,119
DCPS,001,District of Columbia Public Schools,442,Columbia Heights EC (CHEC),1384,0,0,0,0,0,0,0,0,88,119,149,388,247,206,187,0,0,0,429,86,28,11,5,744
DCPS,001,District of Columbia Public Schools,450,Anacostia HS,661,0,0,0,0,0,0,0,0,0,0,0,253,162,133,113,0,0,0,0,29,55,47,47,586
DCPS,001,District of Columbia Public Schools,452,Ballou HS,755,0,0,0,0,0,0,0,0,0,0,0,330,168,147,110,0,0,0,0,36,97,46,72,644
DCPS,001,District of Columbia Public Schools,454,Cardozo EC,781,0,0,0,0,0,0,0,0,30,42,71,307,123,121,87,0,0,0,266,31,68,21,68,573
DCPS,001,District of Columbia Public Schools,455,Coolidge HS,395,0,0,0,0,0,0,0,0,0,0,0,158,81,87,69,0,0,0,50,28,28,20,18,301
DCPS,001,District of Columbia Public Schools,456,Roosevelt STAY at MacFarland,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,11,18,25,1,5,0
DCPS,001,District of Columbia Public Schools,457,Eastern HS,1025,0,0,0,0,0,0,0,0,0,0,0,387,213,217,208,0,0,0,3,55,106,29,74,714
DCPS,001,District of Columbia Public Schools,458,McKinley Technology HS,645,0,0,0,0,0,0,0,0,0,0,0,200,134,166,145,0,0,0,6,8,2,0,2,239
DCPS,001,District of Columbia Public Schools,459,Roosevelt HS at MacFarland,476,0,0,0,0,0,0,0,0,0,0,0,209,102,86,79,0,0,0,143,26,55,5,30,394
DCPS,001,District of Columbia Public Schools,462,Ballou STAY,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,16,16,4,5,0
DCPS,001,District of Columbia Public Schools,463,Wilson HS,1788,0,0,0,0,0,0,0,0,0,0,0,591,416,397,384,0,0,0,106,55,78,52,28,550
DCPS,001,District of Columbia Public Schools,464,Woodson H D HS,639,0,0,0,0,0,0,0,0,0,0,0,215,145,130,149,0,0,0,6,31,68,26,51,501
DCPS,001,District of Columbia Public Schools,466,School Without Walls HS,590,0,0,0,0,0,0,0,0,0,0,0,160,142,150,138,0,0,0,0,4,0,0,0,91
DCPS,001,District of Columbia Public Schools,467,Dunbar HS,653,0,0,0,0,0,0,0,0,0,0,0,214,168,143,128,0,0,0,6,48,62,26,31,483
DCPS,001,District of Columbia Public Schools,471,Ellington School of the Arts,523,0,0,0,0,0,0,0,0,0,0,0,159,109,137,118,0,0,0,5,19,3,0,0,175
DCPS,001,District of Columbia Public Schools,474,Washington Metropolitan HS (formerly YEA),244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,2,17,17,5,6,0
DCPS,001,District of Columbia Public Schools,478,Phelps Architecture Construction and Engineering HS,323,0,0,0,0,0,0,0,0,0,0,0,117,114,55,37,0,0,0,9,13,14,1,10,166
DCPS,001,District of Columbia Public Schools,480,"Incarcerated Youth Program, Correctional Detention Facility",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,8,1,9,0
DCPS,001,District of Columbia Public Schools,861,Youth Services Center,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,3,13,3,22,0
DCPS,001,District of Columbia Public Schools,884,Luke Moore Alternative HS,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,2,11,14,2,0,0
DCPS,001,District of Columbia Public Schools,947,CHOICE Academy at Emery,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Charters,143,St. Coletta Special Education PCS,1047,St. Coletta Special Education PCS,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,20,1,0,0,250,111
Charters,155,Achievement Preparatory Academy PCS,1100,Achievement Preparatory PCS-Middle School,381,0,0,0,0,0,0,93,92,96,57,43,0,0,0,0,0,0,0,0,17,22,10,2,192
Charters,156,Center City PCS,1103,Center City Brightwood Campus PCS,248,0,23,26,28,26,26,26,28,27,19,19,0,0,0,0,0,0,0,55,18,7,1,0,80
Charters,156,Center City PCS,1104,Center City Capitol Hill Campus PCS,239,0,3,21,42,19,26,25,26,28,26,23,0,0,0,0,0,0,0,0,7,11,3,2,112
Charters,156,Center City PCS,1105,Center City Congress Heights Campus PCS,257,0,22,28,27,28,28,29,24,25,25,21,0,0,0,0,0,0,0,0,5,12,2,0,172
Charters,156,Center City PCS,1106,Center City Petworth Campus PCS,262,0,20,28,29,30,24,26,30,26,24,25,0,0,0,0,0,0,0,53,13,6,0,0,97
Charters,156,Center City PCS,1107,Center City Shaw Campus PCS,241,0,20,24,26,23,27,21,24,27,24,25,0,0,0,0,0,0,0,34,14,13,1,1,113
Charters,156,Center City PCS,1108,Center City Trinidad Campus PCS,236,0,20,21,18,23,24,25,26,27,27,25,0,0,0,0,0,0,0,4,13,10,3,0,132
Charters,115,D.C. Preparatory Academy PCS,1110,D C  Preparatory Benning Campus PCS,442,82,72,75,72,73,68,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,1,2,231
Charters,158,Excel Academy PCS,1113,Excel Academy PCS,569,98,113,108,86,85,79,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,2,366
Charters,160,Washington Yu Ying PCS,1117,Washington Yu Ying PCS,528,48,54,77,76,106,65,55,47,0,0,0,0,0,0,0,0,0,0,31,15,4,11,0,22
Charters,151,Washington Latin PCS,1118,Washington Latin PCS HS,304,0,0,0,0,0,0,0,0,0,0,0,86,86,68,64,0,0,0,6,23,7,0,1,70
Charters,162,Carlos Rosario International PCS,1119,Carlos Rosario International PCS Harvard Street Campus,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,0,0,113,0,0,0,0,0
Charters,163,National Collegiate Preparatory PCS,1120,National Collegiate Prep PCS,306,0,0,0,0,0,0,0,0,0,0,0,79,96,70,61,0,0,0,0,3,32,3,2,213
Charters,129,KIPP DC PCS,1121,KIPP DC Promise PCS,400,0,0,0,103,100,106,91,0,0,0,0,0,0,0,0,0,0,0,3,23,12,14,6,219
Charters,129,KIPP DC PCS,1122,KIPP DC Discover PCS,330,105,110,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,2,0,203
Charters,129,KIPP DC PCS,1123,KIPP DC College Prep PCS,454,0,0,0,0,0,0,0,0,1,0,0,150,119,104,80,0,0,0,0,1,13,33,39,232
Charters,120,Friendship PCS,1124,Friendship PCS Tech Prep,499,0,0,0,0,0,0,0,0,115,111,76,60,52,55,30,0,0,0,1,21,57,11,1,353
Charters,117,Eagle Academy PCS,1125,Eagle Academy PCS New Jersey Avenue Campus,146,41,29,30,20,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,79
Charters,129,KIPP DC PCS,1129,KIPP DC GROW Academy PCS,312,104,107,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,2,0,1,140
Charters,103,AppleTree Early Learning Center PCS,1137,AppleTree Early Learning Center PCS Oklahoma,161,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,80
Charters,116,E.L. Haynes PCS,1138,E.L. Haynes Kansas Avenue - High School,422,0,0,0,0,0,0,0,0,0,0,0,169,104,97,52,0,0,0,66,14,51,13,12,218
Charters,116,E.L. Haynes PCS,1206,E.L. Haynes PCS Kansas Avenue (Elementary School),358,42,42,49,50,50,50,75,0,0,0,0,0,0,0,0,0,0,0,108,17,9,6,7,126
Charters,108,Capital City PCS,1207,Capital City High School PCS,329,0,0,0,0,0,0,0,0,0,0,0,93,91,69,76,0,0,0,50,6,28,12,14,148
Charters,158,Excel Academy PCS,1211,Excel Academy PCS LEAD,155,0,0,0,0,0,0,60,44,51,0,0,0,0,0,0,0,0,0,0,6,7,12,2,100
Charters,165,Inspired Teaching Demonstration PCS,3064,Inspired Teaching Demonstration PCS,317,44,46,45,45,49,28,28,19,13,0,0,0,0,0,0,0,0,0,14,21,4,3,6,35
Charters,171,Mundo Verde Bilingual PCS,3065,Mundo Verde Bilingual PCS,404,32,52,88,88,77,67,0,0,0,0,0,0,0,0,0,0,0,0,84,18,2,0,2,57
Charters,166,Shining Stars Montessori PCS,3066,Shining Stars Montessori PCS,118,78,23,9,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,20
Charters,167,Richard Wright PCS for Journalism and Media Arts,3067,Richard Wright PCS for Journalism and Media Arts,305,0,0,0,0,0,0,0,0,0,0,23,71,76,72,63,0,0,0,1,13,36,7,2,225
Charters,168,Basis DC PCS,3068,Basis DC PCS,551,0,0,0,0,0,0,0,141,155,112,94,27,22,0,0,0,0,0,0,19,4,0,0,48
Charters,169,Creative Minds International PCS,3069,Creative Minds International PCS,181,34,34,34,34,17,14,14,0,0,0,0,0,0,0,0,0,0,0,10,28,6,2,12,22
Charters,170,DC Scholars PCS,3070,DC Scholars PCS,389,57,64,77,46,48,34,41,22,0,0,0,0,0,0,0,0,0,0,0,20,14,1,3,252
Charters,129,KIPP DC PCS,3071,KIPP DC Heights Academy PCS,415,0,0,0,108,108,103,96,0,0,0,0,0,0,0,0,0,0,0,0,25,20,5,7,229
Charters,103,AppleTree Early Learning Center PCS,3072,AppleTree Early Learning PCS Southeast,178,91,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,129
Charters,103,AppleTree Early Learning Center PCS,3073,AppleTree Early Learning Center PCS Lincoln Park,60,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,5
TOTAL,,,,,85403,5382,6658,7264,7019,6642,5819,5257,4784,4593,4404,4515,5818,3976,3619,3177,4488,1620,368,7494,4284,3401,1172,2291,39746
