School_ID,Agency,Address,maxOccupancy,Level,totalSQFT,MajorExp9815,TotalAllotandPlan1621,LifetimeBudget,FeederMS,Total_Enrolled,Limited_English,At_Risk,SPED,AtRiskPer,SPEDPer,ESLPer,SqFtPerEnroll,SpentPerMaxOccupancy,SpentPerSqFt,Open_Now,ProjectPhase,YrComplete,ProjectType,FeederHS,longitude,latitude,Ward,School
330,DCPS,1001 G St  SE,564,ES,69600,3750929,0,3750929,Jefferson Acad. MS,522,9,239,74,0.457854406,0.141762452,0.017241379,133,6650.583333,53.89265805,1,Phase I,2010,Partial Modernization,Eastern HS,-76.9922965,38.8810182,6,Tyler Elementary
NA,DCPS,1150 5th St SE,336,ES,49400,10556642,17995000,32448396,Jefferson Acad. MS,NA,NA,NA,NA,NA,NA,NA,NA,31418.57738,213.6972065,1,Full,2016,Full Modernization,Eastern HS,-76.999143,38.8767476,6,Van Ness Elementary
332,DCPS,1125 New Jersey Ave NW,700,ES/MS,95000,40442253,0,40442253,,465,8,348,124,0.748387097,0.266666667,0.017204301,204,57774.64714,425.7079263,1,Full,2009,Full Replacement,Dunbar HS,-77.0140256,38.9045185,6,Walker-Jones Education Campus
333,DCPS,420 12th St  SE,587,ES,69296,2675972,30313978,39400200,Stuart-Hobson MS,500,4,98,45,0.196,0.09,0.008,139,4558.725724,38.61654352,1,Phase 0,2017,Full Modernization,Eastern HS,-76.9898004,38.8834823,6,Watkins Elementary
336,DCPS,1338 Farragut St  NW,278,ES/MS,69642,0,35095000,35095000,,267,27,112,44,0.419475655,0.164794007,0.101123596,261,0,0,1,Phase 0,NA,Stabilized,Roosevelt HS,-77.032481,38.9513341,4,West Education Campus
338,DCPS,6201 5th St  NW,520,ES/MS,71092,5208611,0,5241031,,350,38,214,74,0.611428571,0.211428571,0.108571429,203,10016.55962,73.26578237,1,Phase I,2012,Partial Modernization,Coolidge HS,-77.019146,38.9658779,4,Whittier Education Campus
463,DCPS,3950 Chesapeake St NW,1700,HS,376448,135126577,0,135126577,,1788,106,550,263,0.307606264,0.147091723,0.059284116,211,79486.22176,358.9515072,1,Full,2011,Full Modernization,Wilson HS,-77.0764147,38.9504147,3,Wilson High
464,DCPS,540 55th St. NE,1000,HS,253406,107742134,0,107779131,,639,6,501,193,0.784037559,0.302034429,0.009389671,397,107742.134,425.175939,1,Full,2011,Full Replacement,Woodson HS,-76.9227134,38.8967763,7,"Woodson, H.D. High"
NA,DCPS,1351 Alabama Ave SE,NA,NA,110800,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,Stabilized,NA,-76.986448,38.844475,8,Malcolm X
265,DCPS,100 Galatin St NE,120,SPED,45800,757876.1346,0,757876.1346,NA,56,4,29,0,0.517857143,0,0.071428571,1438,6315.634455,16.54751386,1,NA,NA,Stabilized,NA,-77.0072498,38.9529268,5,Mamiedlee
NA,DCPS,3100 Fort Lincoln Drive SE,NA,NA,103800,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,Stabilized,NA,-76.9575343,38.9272794,5,Marshall
NA,DCPS,4800 Meade St NE,500,HS,156000,0,44597000,47347000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,2017,Full Modernization,City-Wide,-76.9326919,38.9067948,7,Ron Brown
NA,DCPS,5200 2nd St NW,NA,NA,84400,100000,0,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.184834123,0,NA,NA,Stabilized,NA,-77.0140391,38.9538896,4,Rudolph
312,DCPS,"4300 13th Street NW
",120,SPED,80500,1332074.865,0,2089951,NA,60,7,31,3,0.516666667,0.05,0.116666667,1342,11100.62388,16.54751386,1,NA,NA,Stabilized,NA,-77.03121,38.94344,4,Sharpe Health
313,DCPS,7800 14th St  NW,400,ES,79696,20462934,1274389,31576280,Deal MS,318,6,59,39,0.185534591,0.122641509,0.018867925,251,51157.335,256.762372,1,Phase I,2016,Full Modernization,Wilson HS,-77.034304,38.98471,4,Shepherd Elementary
217,PCS,"1500 Mississippi Avenue, SE",350,ES,23302,3963509,5004648,8968157,NA,267,1,132,23,0.494382022,0.086142322,0.003745318,87,11324.31143,170.0930821,1,NA,NA,Facility Allowance,NA,-76.9836028,38.8416964,8,Achievement Preparatory-Elementary
1100,PCS,"908 Wahler Place, SE",450,MS,33177,2316432,7141464,9457896,NA,381,0,192,51,0.503937008,0.133858268,0,87,5147.626667,69.82041776,1,NA,NA,Facility Allowance,NA,-76.9924085,38.834427,8,Achievement Preparatory-Middle School
1137,PCS,"320 21st Street, NE",176,PK3-K,15866,2327592,3017784,5345376,NA,161,3,80,4,0.49689441,0.02484472,0.01863354,99,13224.95455,146.7031388,1,NA,NA,Facility Allowance,NA,-76.9750664,38.8939588,7,AppleTree Early Learning Center Oklahoma
141,PCS,"801 7th Street, SW",110,PK3-K,6162,736320,1611984,2348304,NA,86,4,41,2,0.476744186,0.023255814,0.046511628,72,6693.818182,119.4936709,1,NA,NA,Facility Allowance,NA,-77.0229317,38.8798501,6,AppleTree Early Learning Center Southwest
3068,PCS,"410 8th Street, NW",620,MS/HS,44179,4551672,10327944,14879616,NA,551,0,48,23,0.087114338,0.041742287,0,80,7341.406452,103.0279545,1,NA,NA,Facility Allowance,NA,-77.0233079,38.8953055,2,Basis DC 
1207,PCS,"102 Peabody Street, NW",1000,HS,57033,5546488,6166776,11713264,NA,329,50,148,60,0.449848024,0.182370821,0.151975684,173,5546.488,97.25050409,1,NA,NA,Facility Allowance,NA,-77.0126299,38.9626865,4,Capital City High School 
188,PCS,"701 Howard Road, SE",400,PK3-K,31000,2065776,6710352,8776128,NA,358,0,261,9,0.729050279,0.025139665,0,87,5164.44,66.63793548,1,NA,NA,Facility Allowance,NA,-76.999207,38.8641137,8,Cedar Tree Academy 
1103,PCS,"6008 Georgia Avenue, NW",280,ES/MS,37010,4766091,4648512,9414603,NA,248,55,80,26,0.322580645,0.10483871,0.221774194,149,17021.75357,128.7784653,1,NA,NA,Facility Allowance,NA,-77.02838,38.9631991,4,Center City Brightwood Campus 
1104,PCS,"1503 East Capitol Street, SE",280,ES/MS,40037,4699097,4479816,9178913,NA,239,0,112,23,0.468619247,0.09623431,0,168,16782.48929,117.3688588,1,NA,NA,Facility Allowance,NA,-76.9835459,38.8897865,6,Center City Capitol Hill Campus 
1105,PCS,"220 Highview Place, SE",280,ES/MS,27000,4770011,4817208,9587219,NA,257,0,172,19,0.6692607,0.073929961,0,105,17035.75357,176.6670741,1,NA,NA,Facility Allowance,NA,-77.0045487,38.8415048,8,Center City Congress Heights Campus 
1106,PCS,"510 Webster Street, NW",280,ES/MS,30825,4949770,4910928,9860698,NA,262,53,97,19,0.370229008,0.072519084,0.202290076,118,17677.75,160.5764801,1,NA,NA,Facility Allowance,NA,-77.0208684,38.9437731,4,Center City Petworth Campus 
1107,PCS,"711 N Street, NW",280,ES/MS,29240,4824166,4517304,9341470,NA,241,34,113,29,0.468879668,0.12033195,0.141078838,121,17229.16429,164.9851573,1,NA,NA,Facility Allowance,NA,-77.0224536,38.9074837,6,Center City Shaw Campus 
1108,PCS,"1217 W  Virginia Avenue, NE",280,ES/MS,23313,4651663,4423584,9075247,NA,236,4,132,26,0.559322034,0.110169492,0.016949153,99,16613.08214,199.5308626,1,NA,NA,Facility Allowance,NA,-76.991479,38.905386,5,Center City Trinidad Campus 
127,PCS,"770 Kenyon Street, NW",414,MS,36059,6096304,6204264,12300568,NA,331,94,170,48,0.513595166,0.145015106,0.283987915,109,14725.37198,169.0646995,1,NA,NA,Facility Allowance,NA,-77.025605,38.929581,1,Cesar Chavez Chavez Prep
109,PCS,"3701 Hayes Street,  NE",825,HS,36015,3379632,6672864,10052496,NA,356,7,228,40,0.640449438,0.112359551,0.019662921,101,4096.523636,93.83956685,1,NA,NA,Facility Allowance,NA,-76.9491059,38.9013653,7,Cesar Chavez Parkside Upper
108,PCS,"1351 Nicholson Street, NW",123,ES/MS,20100,3128675,2305512,5434187,NA,123,0,43,21,0.349593496,0.170731707,0,163,25436.38211,155.6554726,1,NA,NA,Facility Allowance,NA,-77.031579,38.9604804,4,Community Academy CAPCS Online
216,PCS,"2405 Martin Luther King Jr. Avenue, SE",155,ADULT,11000,1339656,5117112,6456768,NA,273,0,0,1,0,0.003663004,0,40,8642.941935,121.7869091,1,NA,NA,Facility Allowance,NA,-76.9927263,38.8628141,8,Community College Preparatory Academy 
3069,PCS,"3224 16th Street, NW",181,ES,17976,1282032,3392664,4674696,NA,181,10,22,48,0.121546961,0.26519337,0.055248619,99,7083.049724,71.31909212,1,NA,NA,Facility Allowance,NA,-77.0368058,38.9315518,1,Creative Minds International 
1110,PCS,"100 41st Street, NE",754,ES,80352,6611687,8284848,14896535,NA,442,8,231,22,0.522624434,0.049773756,0.018099548,182,8768.81565,82.28403773,1,NA,NA,Facility Allowance,NA,-76.9449133,38.890775,7,DC Preparatory Benning Campus 
218,PCS,"101 41st Street, NE",754,MS,26784,697944,2849088,3547032,NA,152,1,67,22,0.440789474,0.144736842,0.006578947,176,925.6551724,26.05824373,1,NA,NA,Facility Allowance,NA,-76.944288,38.891529,7,DC Preparatory Benning Middle Campus
3070,PCS,"5601 East Capitol Street, SE",700,ES,31000,2641008,7291416,9932424,NA,389,0,252,38,0.64781491,0.097686375,0,80,3772.868571,85.19380645,1,NA,NA,Facility Allowance,NA,-76.9216306,38.8893227,7,DC Scholars 
234,PCS,"3100 Martin Luther King Jr. Avenue, SE",625,ES,42528,1904640,11621280,13525920,NA,620,1,436,70,0.703225806,0.112903226,0.001612903,69,3047.424,44.78555305,1,NA,NA,Facility Allowance,NA,-76.9981457,38.8434987,8,Democracy Prep-Congress Heights
248,PCS,"3220 16th Street, NW",410,MS,20217,645120,3936240,4581360,NA,210,26,44,40,0.20952381,0.19047619,0.123809524,96,1573.463415,31.9097789,1,NA,NA,Facility Allowance,NA,-77.0367897,38.9313597,1,District of Columbia International School
146,PCS,"3600 Georgia Avenue, NW",395,MS,45484,10299664,7066488,17366152,NA,377,54,157,77,0.416445623,0.204244032,0.143236074,121,26075.09873,226.4458711,1,NA,NA,Facility Allowance,NA,-77.0243669,38.9343788,1,E L Haynes Georgia Avenue
1138,PCS,"4501 Kansas Avenue, NW",795,HS,17647,5596776,7909968,13506744,NA,422,66,218,90,0.516587678,0.213270142,0.156398104,42,7039.969811,317.1516972,1,NA,NA,Facility Allowance,NA,-77.022371,38.945657,4,E.L. Haynes Kansas Avenue- High School
1206,PCS,"4502 Kansas Avenue, NW",NA,ES,53800,2661384,6710352,9371736,NA,358,108,126,39,0.351955307,0.108938547,0.301675978,150,NA,49.46810409,1,NA,NA,Facility Allowance,NA,-77.0234943,38.9451898,4,E.L. Haynes Kansas Avenue (Elementary School)
159,PCS,"3700 Oakview Terrace, NE",350,ES,32341,11118784,6560400,17679184,NA,350,63,62,26,0.177142857,0.074285714,0.18,92,31767.95429,343.7983983,1,NA,NA,Facility Allowance,NA,-76.9899667,38.934916,5,Elsie Whitlow Stokes Community Freedom 
1113,PCS,"2501 Martin Luther King Jr. Avenue, SE",867,ES,67508,8332774,10665336,18998110,NA,569,0,366,23,0.643233743,0.040421793,0,119,9611.042676,123.4338745,1,NA,NA,Facility Allowance,NA,-76.9952947,38.8600148,8,Excel Academy 
1211,PCS,"2502 Martin Luther King Jr. Avenue, SE",NA,MS,19288,476160,2905320,3381480,NA,155,0,100,27,0.64516129,0.174193548,0,124,NA,24.68685193,1,NA,NA,Facility Allowance,NA,-76.9939568,38.8608853,8,Excel Academy LEAD
362,PCS,"725 19th Street, NE",675,MS,52944,654336,3992472,4646808,NA,213,1,147,42,0.690140845,0.197183099,0.004694836,NA,969.3866667,12.35902085,1,NA,NA,Facility Allowance,NA,-76.976256,38.898544,7,Friendship Blow-Pierce Middle
364,PCS,"1345 Potomac Avenue, SE",760,MS,80860,1053696,6429192,7482888,NA,343,0,200,59,0.583090379,0.172011662,0,NA,1386.442105,13.03111551,1,NA,NA,Facility Allowance,NA,-76.986715,38.879337,6,Friendship Chamberlain Middle
1124,PCS,"2705 Martin Luther King Jr. Avenue, SE",670,MS/HS,59125,6129328,9353256,15482584,NA,499,1,353,90,0.70741483,0.180360721,0.002004008,133,9148.250746,103.6672812,1,NA,NA,Facility Allowance,NA,-76.996307,38.848279,8,Friendship Tech Prep
366,PCS,"2960 Carlton Avenue, NE",NA,MS,37000,516096,3148992,3665088,NA,168,1,75,35,0.446428571,0.208333333,0.005952381,NA,NA,13.94854054,1,NA,NA,Facility Allowance,NA,-76.967187,38.930047,5,Friendship Woodridge Middle
245,PCS,"62 T Street, NE",216,ES,20000,202752,1237104,1439856,NA,66,0,40,8,0.606060606,0.121212121,0,303,938.6666667,10.1376,1,NA,NA,Facility Allowance,NA,-77.0066585,38.916063,5,Harmony DC-School of Excellence
115,PCS,"405 Howard Place, NW",360,MS,20968,8215644,5510736,13726380,NA,294,11,115,9,0.391156463,0.030612245,0.037414966,71,22821.23333,391.8181992,1,NA,NA,Facility Allowance,NA,-77.0188757,38.9228511,1,Howard University Middle School of Math and Science 
163,PCS,"1027 45th Street, NE",450,HS,70000,13450019,4067448,17517467,NA,217,1,165,42,0.760368664,0.193548387,0.004608295,323,29888.93111,192.1431286,1,NA,NA,Facility Allowance,NA,-76.937087,38.904173,7,IDEA 
134,PCS,"6130 N Capitol Street, NW",372,ES/MS,35090,10624686,5566968,16191654,NA,297,3,185,32,0.622895623,0.107744108,0.01010101,118,28560.98387,302.78387,1,NA,NA,Facility Allowance,NA,-77.0098236,38.9648647,4,Ideal Academy North Capitol Street Campus Elementary
200,PCS,"4600 Livingston Road, SE",319,ES,31075,941472,3767544,4709016,NA,201,0,148,22,0.736318408,0.109452736,0,155,2951.322884,30.29676589,1,NA,NA,Facility Allowance,NA,-77.0031886,38.8239325,8,Ingenuity Prep 
3064,PCS,"200 Douglas Street, NE",516,ES/MS,40800,2824824,5941848,8766672,NA,317,14,35,34,0.110410095,0.107255521,0.044164038,129,5474.465116,69.23588235,1,NA,NA,Facility Allowance,NA,-77.0025452,38.9236743,5,Inspired Teaching Demonstration 
236,PCS,"5300 Blaine Street, NE",600,PK3-K,26950,651264,3973728,4624992,NA,212,1,129,14,0.608490566,0.066037736,0.004716981,127,1085.44,24.16564007,1,NA,NA,Facility Allowance,NA,-76.9258818,38.8917411,7,KIPP DC Arts & Technology Academy 
1123,PCS,"1401 Brentwood Parkway, NE",900,HS,187423,5814288,8509776,14324064,NA,454,0,232,86,0.511013216,0.189427313,0,413,6460.32,31.02227581,1,NA,NA,Facility Allowance,NA,-76.9944198,38.909317,5,KIPP DC College Prep 
209,PCS,"1375 Mt Olivet Road, NE",1000,PK3-K,67000,1533672,5641944,7175616,NA,301,2,159,21,0.528239203,0.069767442,0.006644518,223,1533.672,22.89062687,1,NA,NA,Facility Allowance,NA,-76.9814619,38.907437,5,KIPP DC Connect Academy
1122,PCS,"2600 Douglass Place, SE",1300,PK3-K,50000,4626760,6185520,10812280,NA,330,0,203,22,0.615151515,0.066666667,0,NA,3559.046154,92.5352,1,NA,NA,Facility Allowance,NA,-76.9913927,38.8566681,8,KIPP DC Discover 
1129,PCS,"421 P Street, NW",1000,PK3-K,100671,3706464,5848128,9554592,NA,312,3,140,17,0.448717949,0.054487179,0.009615385,323,3706.464,36.81759394,1,NA,NA,Facility Allowance,NA,-77.018128,38.909942,6,KIPP DC GROW Academy 
3071,PCS,"2600 Douglass Place, SE",1300,ES,31000,3161880,7778760,10940640,NA,415,0,229,57,0.551807229,0.137349398,0,NA,2432.215385,101.996129,1,NA,NA,Facility Allowance,NA,-76.9913927,38.8566681,8,KIPP DC Heights Academy 
189,PCS,"4801 Benning Road, SE",1000,MS,84681,11203877,6260496,17464373,NA,334,1,161,37,0.482035928,0.110778443,0.002994012,254,11203.877,132.3068575,1,NA,NA,Facility Allowance,NA,-76.9343991,38.8826376,7,KIPP DC KEY Academy 
190,PCS,"421 P Street, NW",1000,ES,84681,1893744,5660688,7554432,NA,302,4,127,27,0.420529801,0.089403974,0.013245033,NA,1893.744,22.36326921,1,NA,NA,Facility Allowance,NA,-77.018128,38.909942,6,KIPP DC LEAD Academy
132,PCS,"4801 Benning Road, SE",1000,PK3-K,41000,6204843,5698176,11903019,NA,304,0,177,19,0.582236842,0.0625,0,NA,6204.843,151.3376341,1,NA,NA,Facility Allowance,NA,-76.9343991,38.8826376,7,KIPP DC LEAP Academy 
242,PCS,"1375 Mt Olivet Road, NE",1000,MS,40425,387072,2361744,2748816,NA,126,1,70,22,0.555555556,0.174603175,0.007936508,NA,387.072,9.575064935,1,NA,NA,Facility Allowance,NA,-76.9814619,38.907437,5,KIPP DC Northeast Academy 
1121,PCS,"4801 Benning Road, SE",1000,ES,50000,5553600,7497600,13051200,NA,400,3,219,55,0.5475,0.1375,0.0075,NA,5553.6,111.072,1,NA,NA,Facility Allowance,NA,-76.9343991,38.8826376,7,KIPP DC Promise 
237,PCS,"5300 Blaine Street, NE",600,ES,40425,866304,5285808,6152112,NA,282,1,176,43,0.624113475,0.15248227,0.003546099,143,1443.84,21.42990724,1,NA,NA,Facility Allowance,NA,-76.9258818,38.8917411,7,KIPP DC Quest Academy 
214,PCS,"1375 Mt Olivet Road, NE",1000,ES,46835,616344,1911888,2528232,NA,102,0,60,5,0.588235294,0.049019608,0,NA,616.344,13.15990178,1,NA,NA,Facility Allowance,NA,-76.9814619,38.907437,5,KIPP DC Spring Academy
121,PCS,"421 P Street, NW",1000,MS,42016,7645919,6447936,14093855,NA,344,3,138,66,0.401162791,0.191860465,0.00872093,NA,7645.919,181.9763661,1,NA,NA,Facility Allowance,NA,-77.018128,38.909942,6,KIPP DC WILL Academy 
104,PCS,"3047 15th Street, NW",225,ALT,15500,3701585,3561360,7262945,NA,190,36,0,6,0,0.031578947,0.189473684,82,16451.48889,238.8119355,1,NA,NA,Facility Allowance,NA,-77.0357768,38.9285225,1,Latin American Youth Center Career Academy
228,PCS,"301 Douglas Street, NE",135,ES,13200,227328,1387056,1614384,NA,74,0,10,5,0.135135135,0.067567568,0,178,1683.911111,17.22181818,1,NA,NA,Facility Allowance,NA,-77.0020396,38.9234284,5,Lee Montessori 
135,PCS,"1404 Jackson Street, NE",500,ES/MS,56927,6686938,7141464,13828402,NA,381,8,237,35,0.622047244,0.091863517,0.020997375,149,13373.876,117.4651396,1,NA,NA,Facility Allowance,NA,-76.9863281,38.9295686,5,Mary McLeod Bethune Day Academy Slowe Campus
101,PCS,"5600 E Capitol Street, NE",450,ALT,78625,11218068,4723488,15941556,NA,252,0,0,88,0,0.349206349,0,312,24929.04,142.6781304,1,NA,NA,Facility Allowance,NA,-76.9199181,38.8902854,7,Maya Angelou Evans Campus 
137,PCS,"5600 E Capitol Street, NE",450,ADULT,47175,1144584,2755368,3899952,NA,147,0,1,17,0.006802721,0.115646259,0,321,2543.52,24.26251192,1,NA,NA,Facility Allowance,NA,-76.9199181,38.8902854,7,Maya Angelou Young Adult Learning Center
165,PCS,"2120 13th Street, NW",718,ES/MS,61900,20265712,11977416,32243128,NA,639,176,294,77,0.460093897,0.120500782,0.27543036,97,28225.22563,327.394378,1,NA,NA,Facility Allowance,NA,-77.0299375,38.9185351,1,Meridian 
3065,PCS,"30 P Street, NW",568,ES,36148,3140088,7572576,10712664,NA,404,84,57,22,0.141089109,0.054455446,0.207920792,89,5528.323944,86.86754454,1,NA,NA,Facility Allowance,NA,-77.0103408,38.9092812,5,Mundo Verde Bilingual 
1120,PCS,"4600 Livingston Road, SE",319,HS,50000,4199632,5735664,9935296,NA,306,0,213,40,0.696078431,0.130718954,0,163,13164.9906,83.99264,1,NA,NA,Facility Allowance,NA,-77.0031886,38.8239325,8,National Collegiate Prep 
169,PCS,"1375 E Street, NE",268,MS/HS,66622,9184284,5023392,14207676,NA,268,0,218,168,0.813432836,0.626865672,0,249,34269.71642,137.8566239,1,NA,NA,Facility Allowance,NA,-76.986356,38.895719,6,Options 
222,PCS,"5800 8th Street, NW",700,HS,59423,1757400,6091800,7849200,NA,325,24,159,42,0.489230769,0.129230769,0.073846154,183,2510.571429,29.57440722,1,NA,NA,Facility Allowance,NA,-77.0248615,38.9613283,4,Paul Public Charter School- International High School
170,PCS,"5800 8th Street, NW",700,MS,68565,21115814,7047744,28163558,NA,376,24,160,47,0.425531915,0.125,0.063829787,182,30165.44857,307.9678262,1,NA,NA,Facility Allowance,NA,-77.0248615,38.9613283,4,Paul Public Charter School- Middle School
161,PCS,"1800 Perry Street, NE",200,PK3-12,171000,28592629,11602536,40195165,NA,619,10,343,93,0.554119548,0.150242326,0.016155089,276,142963.145,167.2083567,1,NA,NA,Facility Allowance,NA,-76.9783016,38.9363691,5,Perry Street Prep 
117,PCS,"4401 8th Street, NE",525,ES/MS,42016,7783669,7966200,15749869,NA,425,0,261,50,0.614117647,0.117647059,0,99,14826.03619,185.2548791,1,NA,NA,Facility Allowance,NA,-76.9944091,38.9430337,5,Potomac Preparatory 
3067,PCS,"770 M Street, SE",400,MS/HS,28000,2883960,5716920,8600880,NA,305,1,225,58,0.737704918,0.190163934,0.003278689,92,7209.9,102.9985714,1,NA,NA,Facility Allowance,NA,-76.995574,38.877003,6,Richard Wright for Journalism and Media Arts
174,PCS,"4300 C Street, SE",421,MS/HS,48128,31414511,16924320,48338831,NA,336,0,172,57,0.511904762,0.169642857,0,143,74618.79097,652.7283702,1,NA,NA,Facility Allowance,NA,-76.9464327,38.8869027,7,School for Educational Evolution and Development (SEED) 
197,PCS,"6015 Chillum Place, NE",310,ES,15680,483192,1611984,2095176,NA,86,8,24,8,0.279069767,0.093023256,0.093023256,NA,1558.683871,30.81581633,1,NA,NA,Facility Allowance,NA,-77.0074503,38.9639099,4,Sela 
3066,PCS,"6017 Chillum Place, NE",182,PK3-K,13580,947496,2211792,3159288,NA,118,12,20,1,0.169491525,0.008474576,0.101694915,NA,5206.021978,69.77142857,1,NA,NA,Facility Allowance,NA,-77.007573,38.9640197,4,Shining Stars Montessori 
187,PCS,"3301 Wheeler Road, SE",850,MS,112000,1217280,4498560,5715840,NA,240,0,160,44,0.666666667,0.183333333,0,467,1432.094118,10.86857143,1,NA,NA,Facility Allowance,NA,-76.9939903,38.842272,8,Somerset 
1047,PCS,"1901 Independence Avenue, SE",525,SPED,99540,6315254,4723488,11038742,NA,252,20,111,251,0.44047619,0.996031746,0.079365079,395,12029.05524,63.44438417,1,NA,NA,Facility Allowance,NA,-76.9764947,38.8868079,7,St. Coletta Special Education 
168,PCS,"3047 15th Street, NW",375,ALT,31352,5675141,6804072,12479213,NA,363,203,0,13,0,0.035812672,0.55922865,86,15133.70933,181.0136833,1,NA,NA,Facility Allowance,NA,-77.0357768,38.9285225,1,The Next Step 
191,PCS,"2427 Martin Luther King Jr. Avenue, SE",420,HS,63625,12321572,7403880,19725452,NA,395,0,216,50,0.546835443,0.126582278,0,161,29337.07619,193.6592849,1,NA,NA,Facility Allowance,NA,-76.9937866,38.862346,8,Thurgood Marshall Academy 
183,PCS,"2315 18th Place, NE",286,ES/MS,28076,10057948,5360784,15418732,NA,286,2,185,25,0.646853147,0.087412587,0.006993007,98,35167.65035,358.2400627,1,NA,NA,Facility Allowance,NA,-76.9777082,38.9207757,5,Tree of Life Community 
178,PCS,"1920 Bladensburg Road, NE",350,HS,49116,13661934,6279240,19941174,NA,335,3,222,72,0.662686567,0.214925373,0.008955224,147,39034.09714,278.1564867,1,NA,NA,Facility Allowance,NA,-76.9737654,38.9164261,5,Washington Math Science Tech 
1117,PCS,"220 Taylor Street, NE",595,ES,41118,7254586,9896832,17151418,NA,528,31,22,30,0.041666667,0.056818182,0.058712121,78,12192.58151,176.4333382,1,NA,NA,Facility Allowance,NA,-77.0036779,38.941395,5,Washington Yu Ying 
210,PCS,"705 Edgewood Street, NE",624,ES/MS,46835,12280675,8228616,20509291,NA,439,13,223,35,0.507972665,0.079726651,0.029612756,107,19680.56891,262.2114871,1,NA,NA,Facility Allowance,NA,-76.9957981,38.9236618,5,William E. Doar Jr 
128,PCS,3014 14th St NW,100,ALT,11709,2831123,2099328,4930451,NA,112,7,0,10,0,0.089285714,0.0625,105,28311.23,241.7903322,1,NA,NA,Facility Allowance,NA,-77.0327382,38.9277886,1,Youthbuild 
NA,PCS,209 Upshur Street NW,NA,NA,NA,1013952,0,1013952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0141307,38.9425066,4,Academia Bilingue
NA,PCS,1600 Taylor Street NE,NA,NA,NA,1226332,0,1226332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9823945,38.9410802,5,ALTA Associates for Learning Through the Arts
NA,PCS,401 I Street SW,NA,NA,NA,699648,0,699648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0182907,38.8798344,6,AppleTree Amidon
NA,PCS,45 P St NW,NA,NA,NA,156702,0,156702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0105716,38.9098819,5,ARE Academy for Renewal in Education
NA,PCS,5300 Blaine Street NE,NA,NA,NA,21620200,0,21620200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9258818,38.8917411,7,Arts and Technology Academy
NA,PCS,100 Peabody Street NW,NA,NA,NA,2169195,0,2169195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0126091,38.9623344,4,Barbara Jordan
NA,PCS,2019 Rhode Island Ave NE,NA,NA,NA,301573,0,301573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9754974,38.929321,5,Center City Brentwood
NA,PCS,1301 V Street NW,NA,NA,NA,2230312,0,2230312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.02962,38.9181286,1,Children's Studio School
NA,PCS,3265 S Street NW,NA,NA,NA,920095,0,920095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0668126,38.9157158,2,City Collegiate
NA,PCS,62 T Street NE,NA,NA,NA,618836,0,618836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0066585,38.916063,5,City Lights
NA,PCS,"4025 9th Street, SE",NA,NA,NA,405000,0,405000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.990566,38.8317414,8,Early Childhood Academy Johenning
NA,PCS,4301 9th Street SE,NA,NA,NA,339000,0,339000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.989567,38.8310119,8,Early Childhood Academy Walter Washington
NA,PCS,701 Howard Road SE,NA,NA,NA,10909039,0,10909039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.999207,38.8641137,8,Howard Road Academy
NA,PCS,4625 G St SE,NA,NA,NA,3344491,0,3344491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9346599,38.880396,7,Howard Road Academy G St.
NA,PCS,3000 Pennsylvania Ave SE,NA,NA,NA,5256099,0,5256099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9638478,38.8711371,7,Howard Road Academy Penn. Ave.
NA,PCS,2405 ML King Ave SE,NA,NA,NA,4414369,0,4414369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9927263,38.8628141,8,Howard Road Adademy MLK Ave. Middle
