School_ID,Agency,Address,maxOccupancy,Level,totalSQFT,MajorExp9815,TotalAllotandPlan1621,LifetimeBudget,FeederMS,Total_Enrolled,Limited_English,At_Risk,SPED,AtRiskPer,SPEDPer,ESLPer,SqFtPerEnroll,SpentPerMaxOccupancy,SpentPerSqFt,Open_Now,ProjectPhase,YrComplete,ProjectType,FeederHS,longitude,latitude,Ward,School
NA,PCS,100 Peabody Street NW,NA,NA,NA,1512212,0,1512212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0126091,38.9623344,4,Ideal Academy Peabody St.
NA,PCS,3100 ML King Ave SE,NA,NA,NA,7943598,0,7943598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9981457,38.8434987,8,Imagine Southeast
NA,PCS,220 Taylor Street NE,NA,NA,NA,393584,0,393584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0036779,38.941395,5,Jo-Arz Academy
NA,PCS,100 Peabody Street NW,NA,NA,NA,3537694,0,3537694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0126091,38.9623344,4,KAMIT Institute
NA,PCS,1600 Taylor Street NE,NA,NA,NA,237000,0,237000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9823945,38.9410802,5,LAMB Taylor St.
NA,PCS,253 42nd Street NE,NA,NA,NA,691425,0,691425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9425858,38.894125,7,Mary McLeod Bethune 42nd St.
NA,PCS,5413 16th Street NW,NA,NA,NA,843148,0,843148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.035698,38.9558097,4,Mary McLeod Bethune Crestwood Campus
NA,PCS,1851 9th Street NW,NA,NA,NA,2571219,0,2571219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0236584,38.9153791,1,Maya Angelou Shaw Campus
NA,PCS,6000 New Hampshire Ave NE,NA,NA,NA,357535,0,357535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.005051,38.963848,4,MEI Futures
NA,PCS,1920 Bladensburg Road NE,NA,NA,NA,4109909,0,4109909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9737654,38.9164261,5,New School
NA,PCS,100 Peabody Street NW,NA,NA,NA,353492,0,353492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0126091,38.9623344,4,New Vistas Prep
NA,PCS,3845 South Capitol Street SW,NA,NA,NA,2482515,0,2482515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0088402,38.8341523,8,Nia Community
NA,PCS,702 15th Street NE,NA,NA,NA,756800,0,756800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.983992,38.899216,6,Options Satillite Campus
NA,PCS,1027 45th Street NE,NA,NA,NA,743930,0,743930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.937087,38.904173,7,Richard Milburn Academy
NA,PCS,1100 16th Street NW,NA,NA,NA,1592727,0,1592727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.037016,38.903943,2,SAIL 16th St.
NA,PCS,1705 H Street NW,NA,NA,NA,1592657,0,1592657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0400669,38.9004679,2,SAIL H St.
NA,PCS,1375 E Street NE,NA,NA,NA,1912721,0,1912721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.986356,38.895719,6,Sasha Bruce
NA,PCS,425 Chesapeake St SE,NA,NA,NA,3017000,0,3017000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9991386,38.8286428,8,Septima Clark
NA,PCS,645 Milwaukee Place SE,NA,NA,NA,3732006,0,3732006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.996974,38.847472,8,SouthEast Academy
NA,PCS,401 M ST SW,NA,NA,NA,1143098,0,1143098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0181687,38.8767074,6,Tech World
NA,PCS,320 21st Street NE,NA,NA,NA,667214,0,667214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9750664,38.8939588,7,Thea Bowman
NA,PCS,3700 N Capitol Street NW,NA,NA,NA,2080524,0,2080524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.011062,38.9362572,5,Tri-Community
NA,PCS,770 M Street SE,NA,NA,NA,1086613,0,1086613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.995574,38.877003,6,Washington Academy (Blue Castle)
NA,PCS,3000 Pennsylvania Ave SE,NA,NA,NA,555990,0,555990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9638478,38.8711371,7,Washington Academy (Penn. Ave.)
NA,PCS,4625 G St SE,NA,NA,NA,910294,0,910294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-76.9346599,38.880396,7,Washington Academy JMUMC
NA,PCS,3700 N Capitol Street NW,NA,NA,NA,1910351,0,1910351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.011062,38.9362572,5,William E. Doar Jr. Soldiers Home
NA,PCS,1375 Missouri Ave NW,NA,NA,NA,454860,0,454860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0323824,38.9622483,4,World
NA,PCS,6015 Chillum Place NE,NA,NA,NA,3970618,0,3970618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0074503,38.9639099,4,Young America Works
NA,PCS,101 T Street NE,NA,NA,NA,285671,0,285671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.005475,38.914235,5,Young Technocrats
NA,PCS,1851 9th Street NW,NA,NA,NA,5810972,0,5810972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0236584,38.9153791,1,Hospitality High
NA,PCS,33 Riggs Road NE,NA,NA,NA,2878377,0,2878377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.006643,38.9549208,5,Village Learning Center
NA,PCS,1346 Florida Ave NW,NA,NA,NA,11508196,0,11508196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-77.0311625,38.9199388,1,Booker T Washington
140,PCS,"2750 14th Street, NW ",176,PK3-K,12204,3303610.139,3055272,6358882.139,NA,163,37,58,10,0.355828221,0.061349693,0.226993865,75,18770.51215,270.6989626,1,NA,NA,Facility Allowance,NA,-77.0326704,38.9252369,1,AppleTree Early Learning Center Columbia Heights
3073,PCS,"138 12th Street, NE",63,PK3-K,8975,1236936.861,1124640,2361576.861,NA,60,2,5,5,0.083333333,0.083333333,0.033333333,150,19633.91843,137.8202631,1,NA,NA,Facility Allowance,NA,-76.9905578,38.8914903,6,AppleTree Early Learning Center Lincoln Park
184,PCS,"100 Peabody Street, NW",1000,ES,57033,7704994.526,6035568,13740562.53,NA,322,95,72,15,0.223602484,0.046583851,0.295031056,177,7704.994526,135.0971284,1,NA,NA,Facility Allowance,NA,-77.0126091,38.9623344,4,Capital City Lower 
182,PCS,"101 Peabody Street, NW",1000,MS,57033,5116360.474,5998080,11114440.47,NA,320,38,111,56,0.346875,0.175,0.11875,178,5116.360474,89.7087734,1,NA,NA,Facility Allowance,NA,-77.0110697,38.9627222,4,Capital City Middle School
153,PCS,"709 12th Street, SE",448,HS,40000,13525121.97,6710352,20235473.97,NA,358,21,225,70,0.62849162,0.195530726,0.058659218,112,30190.00439,338.1280492,1,NA,NA,Facility Allowance,NA,-76.9907031,38.8807813,6,Cesar Chavez Capitol Hill 
102,PCS,"3702 Hayes Street,  NE",825,MS,30870,18175850.03,5679432,23855282.03,NA,303,8,204,42,0.673267327,0.138613861,0.02640264,102,22031.33337,588.7868492,1,NA,NA,Facility Allowance,NA,-76.9500149,38.9029444,7,Cesar Chavez Parkside Middle 
105,PCS,"1300 Allison Street, NW",590,ES,55000,16071822.72,11058960,27130782.72,NA,590,213,261,53,0.442372881,0.089830508,0.361016949,93,27240.37749,292.2149585,1,NA,NA,Facility Allowance,NA,-77.030868,38.944517,4,Community Academy Amos I
158,PCS,"33 Riggs Road, NE",329,ES,50600,13706414.06,6166776,19873190.06,NA,329,86,193,18,0.58662614,0.054711246,0.261398176,154,41660.833,270.8777482,1,NA,NA,Facility Allowance,NA,-77.006643,38.9549208,5,Community Academy Amos II
106,PCS,"1400 1st Street, NW",523,ES,100000,16964506.22,9803112,26767618.22,NA,523,51,272,35,0.520076482,0.066921606,0.09751434,191,32436.91438,169.6450622,1,NA,NA,Facility Allowance,NA,-77.0132341,38.9090757,5,Community Academy Butler Global
130,PCS,"707 Edgewood Street, NE",440,ES,50050,10420765.11,8097408,18518173.11,NA,432,20,197,28,0.456018519,0.064814815,0.046296296,116,23683.55706,208.2070951,1,NA,NA,Facility Allowance,NA,-76.9955558,38.9241765,5,DC Preparatory Edgewood Elementary Campus 
196,PCS," 701 Edgewood Street, NE",314,MS,39746,7484215.893,5510736,12994951.89,NA,294,1,101,46,0.343537415,0.156462585,0.003401361,135,23835.08246,188.3011094,1,NA,NA,Facility Allowance,NA,-76.9959848,38.9247765,5,DC Preparatory Edgewood Middle Campus 
195,PCS,"3400 Wheeler Road, SE",800,ES,60000,13087929.02,14507856,27595785.02,NA,774,2,466,83,0.602067183,0.107235142,0.002583979,78,16359.91128,218.1321504,1,NA,NA,Facility Allowance,NA,-76.9936441,38.8406263,8,Eagle Academy- Eagle Center at McGogney
1125,PCS,"1017 New Jersey Avenue, SE",160,ES,8500,2897920.978,2736624,5634544.978,NA,146,0,79,11,0.54109589,0.075342466,0,58,18112.00611,340.9318798,1,NA,NA,Facility Allowance,NA,-77.0051215,38.877859,6,Eagle Academy New Jersey Avenue Campus
361,PCS,"725 19th Street, NE",675,ES,52944,23015083.62,7103976,30119059.62,NA,379,6,289,14,0.762532982,0.036939314,0.015831135,140,34096.42018,434.706173,1,NA,NA,Facility Allowance,NA,-76.976256,38.898544,7,Friendship Blow Pierce Elementary
363,PCS,"1345 Potomac Avenue, SE",760,ES,80860,26167936.79,7029000,33196936.79,NA,375,1,235,18,0.626666667,0.048,0.002666667,216,34431.49578,323.6202918,1,NA,NA,Facility Allowance,NA,-76.986715,38.879337,6,Friendship Chamberlain Elementary
113,PCS,"645 Milwaukee Place, SE",560,ES,58539,21108472.49,10796544,31905016.49,NA,576,0,412,56,0.715277778,0.097222222,0,102,37693.70088,360.5881975,1,NA,NA,Facility Allowance,NA,-76.996974,38.847472,8,Friendship SouthEast Academy
365,PCS,"2959 Carlton Avenue, NE",665,ES,37000,20765377.92,5323296,26088673.92,NA,284,8,127,12,0.447183099,0.042253521,0.028169014,130,31226.1322,561.2264301,1,NA,NA,Facility Allowance,NA,-76.9662004,38.9294874,5,Friendship Woodridge Elementary
186,PCS,"4095 Minnesota Avenue, NE",1200,HS,152000,43593244.18,16550952,60144196.18,NA,883,0,517,165,0.585503964,0.186862967,0,172,36327.70348,286.7976591,1,NA,NA,Facility Allowance,NA,-76.9459338,38.897574,7,Friendship Woodson Collegiate Academy
131,PCS,"6200 Kansas Avenue, NE",350,ES,41000,8800358.4,6710352,15510710.4,NA,358,13,148,22,0.413407821,0.061452514,0.036312849,115,25143.88114,214.6428878,1,NA,NA,Facility Allowance,NA,-77.0085903,38.9658162,4,Hope Community Lamond Campus
114,PCS,"2917 8th Street, NE",560,ES/MS,33571,10181754.6,9690648,19872402.6,NA,517,34,264,43,0.510638298,0.083172147,0.065764023,65,18181.70464,303.290179,1,NA,NA,Facility Allowance,NA,-76.9946003,38.927028,5,Hope Community Tolson Campus
116,PCS,"2600 Douglass Place, SE",1300,MS,144000,8947893,6016824,14964717,NA,321,1,189,74,0.588785047,0.230529595,0.003115265,449,6882.994615,62.13814583,1,NA,NA,Facility Allowance,NA,-76.9913927,38.8566681,8,KIPP DC AIM Academy 
1118,PCS,"5201 2nd Street, NW",685,HS,29280,5303665.122,6860304,12163969.12,NA,304,6,70,31,0.230263158,0.101973684,0.019736842,96,7742.576821,181.1361039,1,NA,NA,Facility Allowance,NA,-77.013189,38.953489,4,Washington Latin High
125,PCS,"5200 2nd Street, NW",685,MS,35040,7482058.878,5698176,13180234.88,NA,366,3,16,29,0.043715847,0.079234973,0.008196721,96,10922.71369,213.5290776,1,NA,NA,Facility Allowance,NA,-77.0140391,38.9538896,4,Washington Latin Middle
233,PCS,"
421 Alabama Avenue, SE",186,ADULT,12000,786432,4798464,5584896,NA,256,0,0,0,0,0,0,83,4228.129032,65.536,1,NA,NA,Facility Allowance,NA,-76.9998836,38.842743,8,Academy of Hope Adult 
233,PCS,"601 Edgewood Street, NE",186,ADULT,9375,786432,4798464,5584896,NA,256,0,0,0,0,0,0,83,4228.129032,83.88608,1,NA,NA,Facility Allowance,NA,-76.9971713,38.9237975,5,Academy of Hope Adult 
3072,PCS,"2011 Savannah Terrace, SE",88,PK3-K,7484,2058816,3336432,5395248,NA,178,1,129,4,0.724719101,0.02247191,0.005617978,96,23395.63636,275.0956708,1,NA,NA,Facility Allowance,NA,-76.972974,38.8494641,8,AppleTree Early Learning Southeast
3072,PCS,"2017 Savannah Terrace, SE",88,PK3-K,9677,1560816,3336432,4897248,NA,178,1,129,4,0.724719101,0.02247191,0.005617978,96,17736.54545,161.2913093,1,NA,NA,Facility Allowance,NA,-76.9746704,38.8485617,8,AppleTree Early Learning Southeast
142,PCS,1244 Taylor Street. NW,140,ES,10776,3405436,5098368,8503804,NA,272,102,93,77,0.341911765,0.283088235,0.375,76,24324.54286,316.0204157,1,NA,NA,Facility Allowance,NA,-77.0283582,38.9407171,4,Bridges 
142,PCS,"1250 Taylor Street, NW",142,ES,3900,3405436,5098368,8503804,NA,272,102,93,77,0.341911765,0.283088235,0.375,76,23981.94366,873.1887179,1,NA,NA,Facility Allowance,NA,-77.0285894,38.9405054,4,Bridges 
142,PCS,"4300 13th Street NW
",254,ES,6000,3405436,5098368,8503804,NA,272,102,93,77,0.341911765,0.283088235,0.375,76,13407.22835,567.5726667,1,NA,NA,Facility Allowance,NA,-77.03121,38.94344,4,Bridges 
126,PCS,"1755 Newton Street, NW",100,ADULT,NA,8206459,9222048,17428507,NA,492,50,20,5,0.040650407,0.010162602,0.101626016,55,82064.59,NA,1,NA,NA,Facility Allowance,NA,-77.0405163,38.9347901,1,Briya Public Charter School
126,PCS,"2333 Ontario Road, NW (Main Office)",180,ADULT,NA,8206459,9222048,17428507,NA,492,50,20,5,0.040650407,0.010162602,0.101626016,55,45591.43889,NA,1,NA,NA,Facility Allowance,NA,-77.0398021,38.9209625,1,Briya Public Charter School
126,PCS,"3912 Georgia Avenue, NW",206,ADULT,26940,8206459,9222048,17428507,NA,492,50,20,5,0.040650407,0.010162602,0.101626016,55,39837.17961,304.6198589,1,NA,NA,Facility Allowance,NA,-77.0250314,38.9391892,4,Briya Public Charter School
1119,PCS,"514 V Street, NE",1614,ADULT,48000,57276227,36981912,94258139,NA,1973,113,0,0,0,0,0.057273188,67,35487.12949,1193.254729,1,NA,NA,Facility Allowance,NA,-76.9986344,38.9183706,5,Carlos Rosario International Harvard Street Campus
1119,PCS,"1100 Harvard Street, NW",1614,ADULT,84000,57276227,36981912,94258139,NA,1973,113,0,0,0,0,0.057273188,67,35487.12949,681.8598452,1,NA,NA,Facility Allowance,NA,-77.0276499,38.9263689,1,Carlos Rosario International Harvard Street Campus
199,PCS,"1420 Columbia Road, NW",NA,ES,50000,9258495,6822816,16081311,NA,364,180,130,56,0.357142857,0.153846154,0.494505495,206,NA,185.1699,1,NA,NA,Facility Allowance,NA,-77.0332308,38.927174,1,DC Bilingual 
199,PCS,"3029 14th Street, NW",364,ES,25000,9258495,6822816,16081311,NA,364,180,130,56,0.357142857,0.153846154,0.494505495,206,25435.42582,370.3398,1,NA,NA,Facility Allowance,NA,-77.0322034,38.9283049,1,DC Bilingual 
138,PCS,"4025 9th Street, SE",162,ES,15602,4742251,4854696,9596947,NA,259,0,167,22,0.644787645,0.084942085,0,76,29273.15432,303.9514806,1,NA,NA,Facility Allowance,NA,-76.990566,38.8317414,8,Early Childhood Academy 
138,PCS,"4301 9th Street, SE ",118,ES,4012,4742251,4854696,9596947,NA,259,0,167,22,0.644787645,0.084942085,0,76,40188.5678,1182.0167,1,NA,NA,Facility Allowance,NA,-76.989567,38.8310119,8,Early Childhood Academy 
193,PCS,"1800 Perry Street, NE",200,ES,20200,6050898,6410448,12461346,NA,342,129,40,38,0.116959064,0.111111111,0.377192982,107,30254.49,299.5494059,1,NA,NA,Facility Allowance,NA,-76.9783016,38.9363691,5,Latin American Montessori Bilingual (LAMB) 
193,PCS,"1375 Missouri Avenue, NW",175,ES,16468,6050898,6410448,12461346,NA,342,129,40,38,0.116959064,0.111111111,0.377192982,107,34576.56,367.4336896,1,NA,NA,Facility Allowance,NA,-77.0323824,38.9622483,4,Latin American Montessori Bilingual (LAMB) 
173,PCS,"15 Kennedy Street, NW",64,ES,9000,3896368,1780680,5677048,NA,95,2,39,7,0.410526316,0.073684211,0.021052632,109,60880.75,432.9297778,1,NA,NA,Facility Allowance,NA,-77.010142,38.9567798,4,Roots 
173,PCS,"6222 North Capitol Street, NW",56,ES,1374,3896368,1780680,5677048,NA,95,2,39,7,0.410526316,0.073684211,0.021052632,109,69578,2835.784571,1,NA,NA,Facility Allowance,NA,-77.0094126,38.9661824,4,Roots 
198,PCS,"1227 4th Street, NE ",380,ES/MS,33076,11461694,9709392,21171086,NA,518,20,126,107,0.243243243,0.206563707,0.038610039,98,30162.35263,346.5260007,1,NA,NA,Facility Allowance,NA,-77.0001838,38.9067354,6,Two Rivers 
198,PCS,"1234 4th Street, NE",144,ES/MS,17929,9249094,9709392,18958486,NA,518,20,126,107,0.243243243,0.206563707,0.038610039,98,64229.81944,515.8733895,1,NA,NA,Facility Allowance,NA,-77.000978,38.90642,6,Two Rivers 
NA,DCPS,NA,NA,NA,193800,4532419,0,4532419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.38709494,0,NA,2009,Partial Modernization,NA,NA,NA,NA,Ferebee Hope
NA,DCPS,NA,NA,NA,112000,1706121,0,1706121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.23322321,0,NA,NA,Stabilized,NA,NA,NA,NA,Mcterrell
NA,DCPS,NA,NA,NA,73700,6934511,0,6934511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.09105834,0,NA,NA,Stabilized,NA,NA,NA,NA,Montgomery/Kipp
NA,DCPS,NA,NA,NA,144900,500000,0,500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.450655625,0,NA,NA,Stabilized,NA,NA,NA,NA,Wilkinson
296,DCPS,3560 Warder St  NW,609,ES,82192,11264300,0,17026865,CHEC (6-8),465,290,235,52,0.505376344,0.111827957,0.623655914,NA,18496.38752,137.0486179,1,Phase I,2012,Partial Modernization,Cardozo HS (9-12),-77.0208201,38.9339752,1,Bruce-Monroe Elementary @ Park View
346,DCPS,1401 Michigan Ave  NE,480,ES/MS,69392,6533765,0,6544178,Brookland MS,225,8,108,29,0.48,0.128888889,0.035555556,NA,13612.01042,94.15732361,1,Phase I,2012,Partial Modernization,Dunbar HS,-76.9848216,38.9420075,5,Bunker Hill Elementary
360,DCPS,215 G Street NE,360,ES/MS,47200,975866,11987136,14637256,NA,310,3,25,11,0.080645161,0.035483871,0.009677419,NA,2710.738889,20.67512712,1,Phase 0,NA,Stabilized,Eastern HS,-77.0025711,38.8985014,6,Capitol Hill Montessori
246,DCPS,1819 35th St  NW,485,MS,107200,50758871,0,50758871,,386,18,96,57,0.248704663,0.147668394,0.046632124,NA,104657.466,473.496931,1,Full,2008,Full Modernization,Wilson HS,-77.0686338,38.9153226,2,Hardy Middle
433,DCPS,801 7th St SW,570,MS,108992,0,35993000,35993000,,277,3,179,64,0.646209386,0.231046931,0.010830325,NA,0,0,1,Phase 0,NA,Stabilized,Eastern HS,-77.0229317,38.8798501,6,Jefferson Middle
466,DCPS,2130 G St NW,520,HS,74000,40512741,0,NA,,590,0,91,4,0.154237288,0.006779661,0,NA,77909.11731,547.469473,1,Full,2009,Full Modernization,City-Wide,-77.0479046,38.8980853,2,School Without Walls High
474,DCPS,300 Bryant Street NW,350,ALT,49496,0,9900000,9900000,,244,2,0,45,0,0.18442623,0.008196721,NA,0,0,1,Phase 0,NA,Stabilized,City-Wide,-77.0167156,38.9202168,1,Washington Metropolitan High
335,DCPS,1299 Neal St NE,500,ES/MS,86368,42645563,0,42645768,,463,7,364,68,0.786177106,0.146868251,0.01511879,NA,85291.126,493.7657813,1,Full,2009,Full Modernization,Dunbar HS,-76.9884533,38.9042927,5,Wheatley Education Campus
308,DCPS,1500 Mississippi Ave. SE Washington,248,ES,77700,0,0,52963,Johnson MS,244,0,207,34,0.848360656,0.139344262,0,NA,0,0,1,Phase 0,NA,Stabilized,Ballou HS,-76.9836028,38.8416964,8,Malcolm X Elementary at Green
